,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.62,0.62,0.61,0.75,1.09,0.64,0.44,0.76,0.77,0.0,0.76,0.74,0.82,0.67
continuum-ide.csv,1.0,0.98,1.0,1.0,1.0,0.8,0.77,0.0,1.0,0.96,0.97,1.0,0.87,0.97
free-evolution.csv,0.53,1.02,0.67,0.41,1.05,0.5,0.86,0.86,0.55,0.75,0.06,0.75,0.89,0.82
gtad.csv,0.0,1.0,1.0,1.0,1.0,1.0,0.93,1.0,1.0,1.0,1.0,1.0,0.96,1.0
jaxen.csv,1.0,0.98,0.91,1.0,0.0,0.0,0.97,0.88,1.0,0.95,1.0,1.0,0.99,1.0
jruby.csv,0.79,0.53,0.68,1.01,1.0,0.61,0.45,0.88,1.0,0.55,0.72,0.63,0.0,0.78
jsr308-langtools.csv,0.52,0.43,0.54,0.93,1.02,0.53,0.0,0.71,0.71,0.52,0.65,0.76,0.82,0.59
kaffeine.csv,0.89,0.02,0.67,0.98,0.69,0.76,0.75,1.0,1.0,1.0,0.99,0.74,1.0,0.92
oorexx.csv,0.61,0.39,0.69,0.53,0.7,0.86,0.56,0.7,0.92,0.8,0.68,0.63,0.91,0.06
qedo.csv,1.0,0.98,0.91,1.0,1.0,1.0,1.0,0.94,1.0,1.0,0.97,0.05,1.0,0.81
sarasvati.csv,0.54,1.08,0.18,0.9,0.21,0.8,0.61,0.91,0.88,1.0,0.82,1.0,0.85,0.72
taokgame.csv,1.0,1.0,1.0,0.1,0.89,0.85,1.0,0.94,0.97,0.83,1.0,1.0,1.0,1.0
zabbix.csv,0.77,0.58,0.75,0.83,0.93,0.74,0.76,0.83,0.0,0.59,0.85,0.84,0.75,0.88
