,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.07,0.56,0.15,0.18,0.0,0.16,0.75,0.45,0.37,1.0,0.26,0.13,0.61,0.55
continuum-ide.csv,0.0,0.04,0.0,0.0,0.0,0.17,0.37,1.0,0.0,0.08,0.06,0.0,0.22,0.05
free-evolution.csv,0.13,0.61,0.17,0.34,0.0,0.19,0.31,0.2,0.54,0.32,0.97,0.13,0.2,0.42
gtad.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.08,0.0
jaxen.csv,0.0,0.04,0.17,0.0,1.0,1.0,0.06,0.19,0.0,0.08,0.0,0.0,0.02,0.0
jruby.csv,0.04,0.8,0.12,0.04,0.0,0.22,0.69,0.45,0.0,0.48,0.32,0.18,1.0,0.69
jsr308-langtools.csv,0.1,0.73,0.19,0.08,0.0,0.17,1.0,0.48,0.45,0.51,0.35,0.12,0.51,0.58
kaffeine.csv,0.06,0.99,0.14,0.18,0.05,0.14,0.78,0.47,0.57,0.46,0.37,0.2,0.93,0.74
oorexx.csv,0.09,0.76,0.13,0.26,0.04,0.06,0.68,0.41,0.43,0.47,0.42,0.18,0.84,0.97
qedo.csv,0.0,0.08,0.13,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.05,0.98,0.0,0.32
sarasvati.csv,0.11,0.51,0.9,0.12,0.13,0.18,0.59,0.14,0.21,0.0,0.22,0.0,0.27,0.42
taokgame.csv,0.0,0.0,0.0,0.95,0.04,0.07,0.0,0.11,0.06,0.24,0.0,0.0,0.0,0.0
zabbix.csv,0.07,0.84,0.14,0.16,0.03,0.1,0.75,0.47,1.0,0.47,0.41,0.15,0.71,0.74
