,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.39,0.37,0.0,0.22,0.06,0.34,0.06,0.42,0.88,0.25,0.12,0.13,0.66,0.12,0.43,0.05
customsagetv.csv,0.18,0.19,0.17,0.0,0.11,0.12,0.06,0.0,0.43,0.25,0.06,0.28,0.11,0.06,0.2,0.98
fluidium.csv,0.18,0.35,0.0,0.56,0.55,0.6,0.27,0.34,0.1,0.24,0.18,0.3,0.27,0.96,0.15,0.58
guineu.csv,1.0,0.32,0.54,0.35,0.48,0.36,0.11,0.3,0.41,0.46,0.47,0.3,0.29,0.64,0.4,0.56
inkscape.csv,0.3,0.33,0.06,0.11,0.31,0.06,0.94,0.26,0.1,0.58,0.17,0.39,0.36,0.33,0.25,0.02
mpqc.csv,0.4,0.2,0.12,0.11,0.11,0.83,0.14,0.35,0.3,0.27,0.52,0.21,0.33,0.64,0.17,0.37
nsis.csv,0.52,0.23,0.0,0.29,0.05,0.17,0.24,0.48,0.57,0.24,1.0,0.0,0.55,0.27,0.48,0.45
octave.csv,0.66,0.6,0.7,0.64,0.96,0.18,0.58,0.52,0.39,0.39,0.27,0.53,0.44,0.23,0.43,0.48
owfs.csv,0.64,0.29,0.34,1.0,0.27,0.0,0.22,0.52,0.65,0.19,0.01,0.16,0.49,0.0,0.57,0.35
owlib.csv,0.59,0.98,0.57,0.62,0.27,0.32,0.54,0.52,0.5,0.55,0.56,0.38,0.65,0.58,0.68,0.65
pamguard.csv,0.33,0.38,0.0,0.0,0.11,0.18,0.24,0.38,0.5,0.41,0.33,0.33,0.52,0.47,1.0,0.41
prelude.csv,0.21,0.39,0.98,0.38,0.17,0.44,0.41,0.51,0.71,0.47,0.38,0.58,0.43,0.47,0.39,0.48
robocode.csv,0.64,0.53,0.25,0.58,0.72,0.43,0.59,1.0,0.75,0.61,0.32,0.38,0.74,0.51,0.56,0.57
uwom-server.csv,0.42,0.12,0.0,0.11,0.0,0.0,0.23,0.48,0.49,0.94,0.1,0.06,0.34,0.22,0.33,0.54
zengine.csv,0.27,0.45,0.0,0.41,0.69,0.62,0.5,0.42,0.61,0.6,0.59,0.98,0.44,0.57,0.33,0.45
zildo.csv,0.46,0.54,0.63,0.64,0.45,0.43,0.56,0.43,0.86,0.63,0.42,0.45,0.96,0.28,0.53,0.53
