,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.86,0.82,0.89,0.95,0.63,0.77,0.71,0.84,1.0,0.7,0.86,0.1,0.75,0.8,0.94,0.7,1.0,0.77,0.74,0.79
array4j.csv,0.83,0.74,0.19,0.96,0.78,0.78,0.67,0.87,1.0,1.0,0.97,0.87,0.84,1.0,0.96,0.75,0.84,0.98,0.81,0.9
bzbyte.csv,0.66,0.44,0.82,0.91,0.68,0.68,0.73,0.56,1.01,0.87,0.86,0.88,1.0,0.99,0.8,0.9,0.94,0.0,0.68,0.86
capcode.csv,0.74,0.9,0.93,0.9,0.0,0.79,0.67,0.82,0.8,0.49,0.85,0.78,0.92,0.7,0.84,0.88,0.86,0.72,0.7,0.75
fm-classic.csv,1.0,0.98,1.0,0.95,0.92,0.99,1.0,1.0,1.0,0.0,0.92,1.0,1.0,1.0,1.0,0.97,1.0,0.98,1.0,1.0
freenet.csv,0.7,0.56,0.81,0.62,0.7,0.04,0.75,0.64,0.87,0.9,0.71,0.73,0.7,0.72,1.01,0.94,0.83,0.7,0.81,0.79
hannosset.csv,0.94,0.84,0.94,0.92,0.92,0.99,1.0,0.96,1.0,0.68,0.92,1.0,0.95,1.0,0.98,1.0,0.0,0.97,0.91,0.95
haphazard.csv,0.77,0.94,0.82,0.95,0.92,0.8,0.79,0.95,0.68,1.04,0.15,1.0,0.69,0.62,0.94,0.7,1.01,0.82,0.9,0.68
intact.csv,0.62,0.66,0.75,0.77,0.68,0.7,0.1,0.9,1.0,0.46,0.76,0.59,0.78,1.0,0.87,1.0,0.84,1.01,0.59,0.69
ipfire-wall.csv,0.57,0.48,0.82,0.9,0.68,0.79,0.97,0.87,0.81,0.86,0.68,0.64,0.06,0.64,0.85,0.93,0.68,0.83,0.9,0.7
jlinalg.csv,0.79,0.07,0.94,0.9,0.82,0.74,0.96,0.89,0.85,0.59,0.95,0.85,0.77,0.92,1.0,0.77,0.87,0.59,0.89,0.84
nassp.csv,0.8,0.82,0.82,0.79,0.74,0.74,0.84,0.79,0.08,0.18,0.94,0.82,0.96,0.83,0.95,0.87,1.03,0.83,0.8,0.8
ondex.csv,0.75,0.91,0.65,0.68,1.0,0.77,0.61,0.78,1.0,0.52,0.71,0.75,0.95,0.82,0.88,0.85,1.0,0.92,0.09,0.8
optalgtoolkit.csv,0.72,0.82,0.86,0.05,0.78,0.78,0.72,0.81,0.81,0.72,0.74,0.79,0.66,0.69,0.62,0.73,0.88,0.66,0.72,0.63
pustefix.csv,0.83,0.94,0.82,0.97,0.61,0.82,0.84,0.09,0.92,0.53,0.82,0.84,1.0,1.01,0.93,0.66,0.67,0.75,0.61,0.76
soar.csv,0.89,0.91,0.86,0.97,0.61,0.79,0.92,0.89,0.81,0.85,0.66,0.76,1.0,0.92,1.02,0.0,0.81,0.84,0.85,0.94
sqlpower-library.csv,0.02,0.47,0.89,0.53,0.57,0.72,0.63,0.79,0.86,0.56,0.79,0.7,0.76,0.66,0.55,0.75,0.75,0.73,0.76,0.63
super-tux.csv,0.65,0.47,0.89,1.0,0.88,0.85,0.91,1.0,1.0,0.99,0.81,0.73,1.0,0.98,0.01,0.88,1.0,0.7,0.99,0.88
tart.csv,1.0,0.96,1.0,1.0,1.0,0.96,0.9,0.91,1.0,1.0,1.0,1.0,0.89,0.2,0.94,0.81,1.0,0.92,0.94,0.95
web-cat.csv,0.75,0.8,0.93,0.8,0.86,0.8,0.77,0.88,0.56,1.01,0.77,0.88,0.84,0.58,0.84,0.87,0.86,0.86,0.69,0.0
