,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.64,0.9,0.17,0.17,0.17,0.61,0.5,0.31,0.0,0.07,0.13,0.95,0.42,0.14,1.0,0.56,0.0,0.76,0.16,0.33
array4j.csv,0.65,1.0,1.0,0.2,0.17,0.61,0.33,0.19,0.0,0.0,0.07,0.1,0.5,0.0,1.0,0.73,0.12,0.5,0.13,0.23
bzbyte.csv,0.76,0.91,0.19,0.38,0.16,0.69,0.28,0.37,0.17,0.05,0.2,0.14,0.31,0.05,0.96,1.0,0.08,1.0,0.18,0.37
capcode.csv,0.75,0.83,0.09,0.5,1.0,0.61,0.31,0.21,0.17,0.08,0.29,0.15,0.25,0.06,0.93,0.57,0.07,0.79,0.24,0.5
fm-classic.csv,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
freenet.csv,0.74,0.92,0.17,0.47,0.15,0.98,0.31,0.33,0.22,0.03,0.21,0.15,0.4,0.06,0.95,0.67,0.06,0.76,0.16,0.38
hannosset.csv,0.6,1.0,0.14,0.25,1.0,1.0,0.0,0.33,0.0,0.09,0.5,0.0,0.25,0.0,1.0,0.0,1.0,0.67,0.33,0.33
haphazard.csv,0.85,1.0,0.27,0.5,0.17,0.61,0.33,0.12,0.24,0.0,1.0,0.0,0.35,0.12,0.88,0.71,0.0,0.75,0.12,0.86
intact.csv,0.9,0.8,0.19,0.35,0.17,0.66,1.0,0.18,0.0,0.09,0.18,0.21,0.67,0.0,0.94,0.54,0.2,0.68,0.22,0.75
ipfire-wall.csv,0.88,0.93,0.27,0.33,0.17,0.72,1.0,0.43,0.18,0.04,0.22,0.31,1.0,0.09,0.94,0.38,0.17,0.83,0.09,0.4
jlinalg.csv,0.74,0.98,0.2,0.36,0.16,0.69,0.25,0.26,0.18,0.07,0.17,0.15,0.35,0.05,0.95,0.54,0.09,0.82,0.15,0.41
nassp.csv,0.73,1.0,0.25,0.36,0.15,0.78,0.25,0.42,1.0,0.2,0.1,0.24,0.14,0.05,1.0,0.67,0.0,0.83,0.23,0.5
ondex.csv,0.74,0.71,0.33,0.42,0.06,0.64,0.35,0.24,0.0,0.07,0.22,0.19,0.14,0.07,1.0,0.5,0.0,0.58,1.0,0.35
optalgtoolkit.csv,0.72,1.0,0.16,1.0,0.12,0.64,0.28,0.22,0.23,0.05,0.19,0.14,0.38,0.06,0.96,0.55,0.05,0.78,0.16,0.43
pustefix.csv,0.89,0.72,0.15,0.17,0.18,0.57,0.24,1.0,0.5,0.07,0.15,0.11,0.0,0.0,1.0,0.62,0.33,0.74,0.23,0.35
soar.csv,0.73,0.74,0.22,0.36,0.2,0.64,0.27,0.29,0.19,0.05,0.24,0.18,0.26,0.06,0.94,1.0,0.1,0.78,0.17,0.4
sqlpower-library.csv,1.0,0.91,0.16,0.5,0.2,0.67,0.34,0.24,0.18,0.06,0.19,0.18,0.29,0.08,0.98,0.58,0.08,0.77,0.15,0.43
super-tux.csv,0.79,0.91,0.22,0.38,0.14,0.67,0.27,0.27,0.21,0.04,0.22,0.2,0.33,0.05,1.0,0.57,0.08,0.79,0.16,0.39
tart.csv,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.67,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.54,0.0,0.6,0.14,1.0
web-cat.csv,0.76,0.91,0.1,0.57,0.11,0.67,0.31,0.18,0.33,0.0,0.19,0.14,0.25,0.08,0.93,0.49,0.06,0.67,0.26,1.0
