,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.19,0.37,0.06,0.09,0.28,0.19,0.12,0.18,0.83,0.0,0.29,0.96,0.32,0.39,0.23,0.23,0.18,0.33,0.25
all-plasm.csv,0.54,0.11,0.62,0.42,0.14,0.54,0.44,0.73,0.17,0.67,0.9,0.54,0.6,0.2,0.6,0.38,0.31,0.18,0.33
awemud.csv,1.0,0.85,0.62,0.64,0.85,0.67,0.79,0.55,1.0,0.83,0.86,0.81,0.89,0.73,0.53,0.38,0.42,0.65,0.75
buddata-ebxml-registry.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.96
bullet.csv,0.77,0.92,0.81,0.31,0.91,0.99,0.77,0.73,0.5,0.67,0.95,0.91,0.74,0.66,0.83,0.73,0.76,0.9,0.96
dvd-create.csv,0.79,0.87,0.62,0.62,1.0,0.64,0.98,0.64,0.33,1.0,0.81,0.39,0.79,0.88,0.67,0.69,0.52,0.73,0.96
gbif-indexingtoolkit.csv,0.19,0.65,0.25,0.84,0.45,0.12,0.08,0.82,0.17,0.33,0.38,0.69,0.23,0.05,0.57,0.27,0.13,0.73,0.0
go.csv,0.74,0.99,0.44,0.13,0.62,0.46,0.94,0.73,1.0,0.83,0.9,0.4,0.77,0.71,0.5,0.85,0.52,0.73,0.83
gss.csv,0.86,1.0,0.94,1.0,1.0,0.9,0.98,0.55,1.0,0.83,0.86,0.9,0.87,0.85,1.0,0.96,0.61,1.0,0.88
jmule.csv,0.44,0.95,0.44,0.89,0.89,0.46,0.62,0.55,0.5,0.33,0.48,0.81,0.53,0.54,0.43,0.58,0.31,0.88,0.96
kwave.csv,0.23,0.91,0.94,0.53,0.68,0.25,0.33,0.45,0.33,0.17,0.33,0.3,0.57,0.27,0.27,0.38,0.22,0.92,0.38
libarchive.csv,0.45,0.56,0.19,0.31,0.31,0.49,0.52,0.55,0.83,0.5,0.48,0.75,0.66,0.71,0.6,0.46,0.48,0.98,0.54
linux-ntfs.csv,0.37,0.47,0.38,0.47,0.49,0.49,0.48,0.64,1.0,0.33,0.52,0.76,0.68,0.44,0.7,1.0,0.16,0.57,0.5
lsb.csv,0.71,0.67,0.81,0.98,0.59,0.58,0.81,0.73,0.83,0.33,0.95,0.8,0.89,0.9,0.8,0.5,0.75,0.55,1.0
mp-rechnungs-und-kundenverwaltung.csv,0.21,0.51,0.25,0.24,0.14,0.12,0.19,0.27,0.17,0.33,0.24,0.54,0.89,0.2,0.43,0.12,0.07,0.73,0.17
qcad2.csv,0.45,0.8,0.31,0.82,0.82,0.4,0.96,0.45,0.17,0.33,0.57,0.61,0.53,0.68,0.77,0.65,0.46,0.98,0.38
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
stemkit.csv,0.01,0.03,0.0,0.36,0.07,0.06,0.0,0.09,0.33,1.0,0.05,0.07,0.0,0.02,0.0,0.0,0.03,0.06,0.0
xinity.csv,0.19,0.06,0.25,0.0,0.03,0.48,0.31,0.27,0.33,0.0,0.24,0.04,0.51,1.0,0.27,0.08,0.42,0.04,0.25
