,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.94,0.88,0.25,0.31,1.0,0.87,0.5,0.1,0.01,0.0,0.67,1.0,0.45,0.67,0.88,0.46,1.0,0.64,0.6
all-plasm.csv,0.74,0.56,0.2,0.2,0.67,0.77,0.25,0.29,0.0,0.08,1.0,0.27,0.33,0.57,0.51,0.48,0.84,0.32,0.4
awemud.csv,1.0,0.67,0.23,0.35,0.84,0.76,0.39,0.23,0.01,0.08,0.4,0.35,0.33,0.61,0.7,0.45,1.0,0.52,0.55
buddata-ebxml-registry.csv,0.72,0.64,0.22,0.25,0.8,0.76,0.33,0.17,0.0,0.08,0.41,0.29,0.32,0.61,0.62,0.47,1.0,0.42,0.44
bullet.csv,0.67,0.65,0.22,0.36,0.84,0.99,0.36,0.24,0.0,0.06,0.4,0.32,0.32,0.61,0.62,0.44,0.96,0.44,0.5
dvd-create.csv,0.77,0.71,0.2,0.28,1.0,0.78,0.41,0.18,0.0,0.1,0.4,0.22,0.3,0.67,0.71,0.45,1.0,0.49,0.51
gbif-indexingtoolkit.csv,0.68,0.56,0.18,0.26,0.75,0.89,0.67,1.0,0.0,0.06,0.8,0.29,0.73,0.5,0.65,0.64,0.9,0.49,0.0
go.csv,0.76,1.0,0.23,0.09,0.85,0.84,0.39,0.22,0.0,0.1,0.54,0.32,0.34,0.67,0.68,0.48,0.97,0.55,0.57
gss.csv,0.73,0.64,0.26,0.25,0.8,0.79,0.34,0.18,0.0,0.07,0.38,0.3,0.36,0.62,1.0,0.5,0.95,0.42,0.57
jmule.csv,0.79,0.68,0.44,0.23,0.82,0.84,0.44,0.17,0.0,0.07,0.37,0.36,0.4,0.63,0.57,0.52,0.91,0.41,1.0
kwave.csv,0.75,0.69,0.88,0.18,0.82,0.81,0.38,0.29,0.0,0.07,0.5,0.3,0.42,0.65,0.8,0.42,0.94,0.45,0.69
libarchive.csv,0.83,0.85,0.18,0.42,0.77,0.87,0.51,0.21,0.01,0.1,0.34,0.51,0.39,0.62,0.75,0.52,1.0,1.0,0.59
linux-ntfs.csv,0.72,0.65,0.17,0.38,0.84,0.73,0.44,0.3,0.01,0.05,0.48,0.32,0.4,0.6,0.66,1.0,1.0,0.49,0.41
lsb.csv,0.8,0.73,0.28,1.0,0.85,0.81,0.51,0.17,0.0,0.05,0.41,0.45,0.36,0.63,0.73,0.54,0.94,0.73,0.45
mp-rechnungs-und-kundenverwaltung.csv,0.73,0.63,0.15,0.22,0.62,1.0,0.64,0.5,0.0,0.25,0.5,0.31,1.0,0.5,0.65,0.6,0.83,0.5,0.8
qcad2.csv,0.88,0.61,0.38,0.34,0.8,0.77,0.98,0.12,0.0,0.15,0.41,0.34,0.29,0.58,0.72,0.57,0.97,0.43,0.5
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
stemkit.csv,1.0,0.4,0.0,0.39,0.83,1.0,0.0,0.5,0.01,1.0,1.0,0.58,0.0,1.0,0.0,0.0,0.67,0.27,0.0
xinity.csv,0.71,0.71,0.2,0.0,1.0,0.78,0.56,0.13,0.0,0.0,0.5,0.11,0.32,1.0,0.67,0.5,0.97,1.0,0.4
