,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.88,0.55,0.75,0.92,0.67,0.73,0.92,0.67,0.67,0.89,0.89,0.56,0.85,0.5,0.88,0.62,0.92,0.64,0.8
all-plasm.csv,0.7,0.94,0.57,0.74,0.93,0.68,0.72,0.71,0.81,0.47,0.68,0.58,0.55,0.93,0.46,0.86,0.92,0.96,0.7
awemud.csv,0.44,0.4,0.44,0.66,0.39,0.44,0.45,0.42,0.51,0.39,0.31,0.48,0.37,0.31,0.43,0.5,0.57,0.45,0.36
buddata-ebxml-registry.csv,0.41,0.4,0.4,0.55,0.39,0.38,0.46,0.35,0.47,0.36,0.31,0.43,0.35,0.29,0.31,0.4,0.34,0.44,0.31
bullet.csv,0.43,0.42,0.37,0.9,0.44,0.4,0.51,0.5,0.62,0.38,0.3,0.45,0.4,0.41,0.38,0.42,0.34,0.45,0.33
dvd-create.csv,0.35,0.39,0.37,0.71,0.41,0.38,0.43,0.36,0.55,0.35,0.3,0.56,0.35,0.3,0.39,0.38,0.37,0.43,0.33
gbif-indexingtoolkit.csv,0.95,0.46,0.95,0.64,0.7,0.89,0.83,0.89,1.0,0.73,0.9,0.55,0.93,0.75,0.54,0.91,0.9,0.51,0.0
go.csv,0.42,0.46,0.48,0.87,0.46,0.51,0.48,0.38,0.53,0.5,0.43,0.71,0.39,0.35,0.5,0.39,0.42,0.49,0.4
gss.csv,0.38,0.4,0.45,0.55,0.39,0.34,0.45,0.36,0.47,0.37,0.3,0.44,0.33,0.29,0.4,0.36,0.37,0.44,0.32
jmule.csv,0.58,0.43,0.88,0.58,0.42,0.54,0.51,0.34,0.53,0.64,0.37,0.49,0.51,0.34,0.52,0.45,0.57,0.48,0.52
kwave.csv,0.96,0.44,0.94,0.67,0.48,0.86,0.83,0.65,0.68,0.93,0.64,0.78,0.52,0.71,0.8,0.54,0.81,0.49,0.69
libarchive.csv,0.43,0.4,0.65,0.85,0.53,0.42,0.55,0.39,0.5,0.43,0.34,0.42,0.36,0.3,0.46,0.43,0.47,0.54,0.45
linux-ntfs.csv,0.65,0.56,0.51,0.75,0.56,0.44,0.6,0.52,0.74,0.51,0.43,0.51,0.45,0.43,0.44,0.54,0.91,0.54,0.45
lsb.csv,0.35,0.42,0.51,0.59,0.42,0.4,0.43,0.38,0.46,0.42,0.29,0.44,0.36,0.31,0.42,0.42,0.43,0.51,0.3
mp-rechnungs-und-kundenverwaltung.csv,0.95,0.52,0.81,0.88,0.94,0.88,0.93,0.83,1.0,0.88,0.8,0.59,0.69,0.69,0.65,0.8,0.83,0.56,0.8
qcad2.csv,0.62,0.44,0.92,0.66,0.42,0.51,0.6,0.42,0.69,0.92,0.34,0.55,0.51,0.38,0.41,0.53,0.59,0.46,0.61
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stemkit.csv,0.0,0.8,0.5,0.88,0.83,0.75,0.0,0.5,1.0,0.83,0.0,0.92,0.0,0.0,0.0,0.0,0.67,0.91,0.0
xinity.csv,0.9,0.86,0.65,0.0,0.5,0.44,0.74,0.48,0.6,0.9,0.9,0.97,0.47,0.41,0.75,0.75,0.52,0.5,0.8
