,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.42,0.77,0.83,0.67,0.88,0.55,0.45,0.53,0.61,0.88,0.47,0.71,0.47,0.68,0.44,0.73,0.38,0.75,0.69,0.73
amygdala.csv,0.4,0.75,0.45,0.5,0.67,0.55,0.47,0.4,0.67,0.33,0.74,0.44,0.83,0.56,0.54,0.48,0.39,0.83,0.96,0.5
awemud.csv,0.42,0.49,0.53,0.64,0.44,0.68,0.47,0.42,0.76,0.0,0.35,0.52,0.73,0.36,0.42,0.5,0.42,0.46,0.74,0.72
bullet.csv,0.41,0.43,0.43,0.61,0.6,0.36,0.52,0.56,1.0,0.75,0.61,0.43,0.44,0.68,0.45,0.34,0.58,0.38,0.5,0.51
customwars.csv,0.32,0.39,0.42,0.52,0.39,0.38,0.45,0.42,0.48,0.0,0.53,0.44,0.42,0.44,0.28,0.4,0.44,0.55,0.53,0.44
dvd-create.csv,0.44,0.42,0.45,0.65,0.41,0.44,0.44,0.38,0.49,0.0,0.35,0.43,0.49,0.36,0.35,0.34,0.37,0.46,0.5,0.51
gbif-indexingtoolkit.csv,0.47,0.55,0.61,0.57,0.42,0.81,0.64,0.76,0.59,0.8,0.4,0.61,0.61,0.68,0.63,0.4,0.67,0.54,0.6,0.46
go.csv,0.43,0.43,0.47,0.75,0.41,0.38,0.43,0.36,0.5,0.67,0.33,0.45,0.5,0.38,0.36,0.35,0.37,0.53,0.55,0.54
growl-for-windows.csv,0.39,0.0,0.52,0.0,0.5,0.86,0.45,0.4,0.0,0.0,0.34,0.44,0.0,0.55,0.44,0.45,0.47,0.64,0.0,0.91
gss.csv,0.34,0.37,0.38,0.5,0.35,0.31,0.41,0.34,0.46,0.0,0.32,0.39,0.41,0.33,0.29,0.39,0.31,0.32,0.42,0.44
kwave.csv,0.41,0.39,0.84,0.55,0.39,0.53,0.47,0.36,0.52,0.67,0.37,0.48,0.45,0.33,0.3,0.48,0.44,0.33,0.52,0.44
libarchive.csv,0.34,0.38,0.42,0.56,0.34,0.31,0.41,0.34,0.43,0.33,0.32,0.38,0.39,0.34,0.3,0.38,0.31,0.42,0.4,0.45
linux-ntfs.csv,0.39,0.48,0.41,0.55,0.37,0.37,0.6,0.4,1.0,0.64,0.42,0.45,0.64,0.37,0.34,0.35,0.42,0.37,0.46,0.44
lsb.csv,0.34,0.51,0.48,0.71,0.4,0.47,0.51,0.65,0.71,0.75,0.36,0.44,0.6,0.57,0.41,0.36,0.42,0.55,0.68,0.6
mpgravity.csv,0.4,0.41,0.4,0.58,0.38,0.37,0.46,0.36,0.0,0.69,0.33,0.4,0.0,0.34,0.31,0.32,0.38,0.45,0.52,0.44
nativeclient.csv,0.38,0.4,0.46,0.91,0.44,0.35,0.43,0.39,0.55,0.38,0.49,0.51,0.39,0.4,0.33,0.45,0.35,0.53,0.53,0.47
qcad2.csv,0.61,0.56,0.9,0.86,0.56,0.43,0.51,0.5,0.64,0.39,0.81,0.75,0.59,0.57,0.36,0.39,0.43,0.68,0.5,0.43
qtwin.csv,0.89,0.0,0.0,0.0,0.0,0.83,0.86,0.56,1.0,0.86,0.68,0.75,0.98,0.67,0.7,0.83,0.5,0.67,0.93,0.0
roller.csv,0.46,0.41,0.43,0.56,0.4,0.43,0.49,0.37,0.52,0.42,0.35,0.44,0.46,0.41,0.31,0.33,0.4,0.48,0.51,0.44
xinity.csv,0.91,0.43,0.93,0.62,0.49,0.79,0.78,0.55,0.7,0.46,0.55,0.85,0.46,0.68,0.37,0.36,0.56,0.6,0.53,0.49
