,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,0.33,0.88,0.41,0.78
k3b.csv,0.22,0.91,0.34,0.7
mp-rechnungs-und-kundenverwaltung.csv,0.25,0.94,0.46,0.71
thrust.csv,0.45,0.64,0.29,0.5
