,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,0.12,0.24,0.87,0.8
k3b.csv,0.35,0.72,0.89,0.8
mp-rechnungs-und-kundenverwaltung.csv,0.06,0.26,0.6,0.23
thrust.csv,0.76,0.31,0.11,0.27
