,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,2.0,0.0,0.0,0.0
k3b.csv,8.0,0.0,0.0,1.0
mp-rechnungs-und-kundenverwaltung.csv,1.0,0.0,4.0,1.0
thrust.csv,4.0,0.0,0.0,0.0
