,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.51,0.3,0.12,0.87,0.12,0.08,0.44,0.31,0.78,0.21,0.52,0.58,0.33,0.72,0.45,0.71,0.55,0.79,0.17,0.49
alpine.csv,0.2,0.11,0.05,0.21,0.19,0.12,0.0,0.29,0.03,0.03,0.08,1.0,0.0,0.04,0.07,0.05,0.13,0.0,0.13,0.16
enzo.csv,0.78,0.78,0.79,0.61,0.44,0.73,0.67,0.81,0.31,0.68,0.82,0.67,0.89,0.6,0.48,0.71,0.99,0.86,0.66,0.65
flylinkdc.csv,0.39,0.95,0.24,0.55,0.3,0.25,0.44,0.42,0.16,0.39,0.38,0.42,0.0,0.48,0.14,0.55,0.21,0.43,0.34,0.27
fw4spl.csv,0.27,0.14,0.21,0.45,0.08,0.08,0.0,0.9,0.47,0.03,0.26,0.42,0.33,0.28,0.53,0.24,0.24,0.36,0.28,0.41
grisbi.csv,0.9,0.81,0.81,0.68,1.0,0.81,1.0,0.81,0.34,0.92,0.98,0.75,0.89,0.72,0.69,0.76,0.84,1.0,0.83,0.69
jcae.csv,0.0,0.05,0.21,0.11,0.03,0.04,1.0,0.19,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.02
jcl.csv,0.1,0.14,0.1,0.32,0.06,0.1,0.11,0.08,0.34,0.0,0.05,0.25,0.44,0.04,0.01,0.12,0.01,0.86,0.09,0.16
libarchive.csv,0.34,0.43,0.45,0.55,0.55,0.58,0.89,0.65,0.38,0.47,0.42,0.5,0.22,0.48,0.3,0.79,0.63,1.0,0.57,0.88
mimosa.csv,0.8,0.65,0.76,0.79,0.83,0.62,0.78,0.85,0.34,1.0,0.68,0.5,0.44,0.36,0.43,0.57,0.66,0.43,0.85,0.65
n2cms.csv,0.61,0.65,0.48,0.55,0.38,0.98,0.44,0.42,0.5,0.47,0.58,0.83,0.44,0.36,0.51,0.55,0.71,0.93,0.68,0.78
nabu-library.csv,0.73,0.76,0.67,0.79,0.27,0.77,0.78,0.83,0.31,0.87,0.68,0.75,0.67,0.6,1.0,0.55,0.58,0.43,0.6,0.39
net-snmp.csv,0.98,0.19,0.33,0.18,0.38,0.35,0.11,0.25,0.06,0.37,0.17,0.08,0.33,0.08,0.22,0.62,0.36,0.29,0.28,0.31
ossbuild.csv,0.41,0.51,0.36,0.68,0.3,0.33,0.56,0.25,0.72,0.32,0.09,0.33,0.22,0.48,0.22,0.43,0.14,0.71,0.26,0.41
quickfast.csv,0.93,0.81,0.6,0.79,0.63,0.56,1.0,0.73,0.44,0.76,0.73,0.83,0.22,0.56,0.66,0.74,0.85,0.71,1.0,0.69
tcvp.csv,0.2,0.22,0.21,0.11,0.05,0.35,0.44,0.04,0.19,0.11,0.24,0.33,0.89,0.28,0.4,0.19,0.13,0.07,0.17,0.27
vdsf.csv,0.9,0.97,0.9,0.71,0.86,0.92,0.44,0.23,0.84,0.61,1.0,0.92,0.78,0.88,0.81,0.81,0.97,0.93,0.85,0.86
virtuoso.csv,1.0,0.92,0.71,0.95,0.93,0.85,0.89,0.79,0.44,0.79,1.0,1.0,1.0,0.12,0.96,0.98,0.99,0.93,0.19,0.53
xbrlapi.csv,0.68,0.32,0.95,0.53,0.63,0.62,0.22,0.33,0.75,0.58,0.39,0.33,0.78,0.64,0.21,0.24,0.52,0.14,0.49,0.69
yarp.csv,0.34,0.46,0.4,0.47,0.2,0.23,0.44,0.27,0.19,0.5,0.48,0.33,0.56,1.0,0.08,0.12,0.44,0.57,0.09,0.24
