,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.46,0.35,0.2,0.93,0.1,0.14,0.15,0.28,0.24,0.21,0.64,0.11,0.13,0.51,0.44,0.39,0.63,0.2,0.28,0.44
alpine.csv,0.31,0.17,0.09,0.27,0.21,0.2,0.0,0.33,0.05,0.05,0.14,1.0,0.0,0.07,0.13,0.08,0.23,0.0,0.21,0.26
enzo.csv,0.6,0.41,0.62,0.22,0.17,0.56,0.16,0.23,0.1,0.6,0.85,0.13,0.24,0.49,0.58,0.39,0.98,0.19,0.65,0.52
flylinkdc.csv,0.46,0.97,0.33,0.3,0.12,0.32,0.25,0.25,0.14,0.53,0.54,0.2,0.0,0.51,0.17,0.39,0.34,0.25,0.48,0.35
fw4spl.csv,0.3,0.11,0.3,0.25,0.14,0.12,0.0,0.91,0.3,0.04,0.37,0.13,0.1,0.33,0.47,0.26,0.34,0.24,0.39,0.37
grisbi.csv,0.63,0.46,0.61,0.26,0.16,0.56,0.19,0.24,0.1,0.64,0.99,0.15,0.2,0.54,0.7,0.39,0.87,0.22,0.73,0.62
jcae.csv,0.0,0.09,0.33,0.14,0.05,0.07,1.0,0.24,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.04
jcl.csv,0.15,0.21,0.17,0.24,0.11,0.17,0.2,0.07,0.46,0.0,0.08,0.1,0.29,0.07,0.01,0.2,0.02,0.92,0.15,0.22
libarchive.csv,0.37,0.4,0.49,0.26,0.21,0.53,0.29,0.28,0.16,0.54,0.59,0.2,0.11,0.49,0.41,0.47,0.74,0.22,0.68,0.93
mimosa.csv,0.61,0.37,0.63,0.26,0.14,0.51,0.21,0.27,0.14,1.0,0.76,0.11,0.18,0.39,0.52,0.37,0.77,0.22,0.73,0.52
n2cms.csv,0.56,0.48,0.54,0.27,0.16,0.99,0.17,0.28,0.18,0.53,0.72,0.17,0.22,0.36,0.6,0.35,0.77,0.23,0.67,0.57
nabu-library.csv,0.53,0.41,0.54,0.3,0.09,0.54,0.17,0.25,0.15,0.63,0.79,0.2,0.19,0.55,1.0,0.37,0.7,0.14,0.58,0.39
net-snmp.csv,0.98,0.21,0.45,0.19,0.13,0.41,0.08,0.22,0.05,0.47,0.28,0.05,0.17,0.12,0.34,0.48,0.5,0.22,0.4,0.41
ossbuild.csv,0.47,0.51,0.42,0.35,0.13,0.37,0.5,0.22,0.79,0.44,0.17,0.17,0.11,0.49,0.24,0.43,0.24,0.43,0.38,0.43
quickfast.csv,0.62,0.52,0.55,0.25,0.13,0.45,0.2,0.24,0.12,0.63,0.83,0.18,0.1,0.5,0.68,0.38,0.82,0.2,0.99,0.54
tcvp.csv,0.25,0.22,0.32,0.14,0.06,0.37,0.23,0.06,0.19,0.17,0.37,0.11,0.94,0.33,0.41,0.19,0.22,0.09,0.24,0.31
vdsf.csv,0.58,0.46,0.65,0.2,0.81,0.59,0.1,0.16,0.22,0.48,0.9,0.15,0.19,0.55,0.61,0.37,0.88,0.24,0.67,0.55
virtuoso.csv,0.62,0.44,0.59,0.24,0.15,0.56,0.19,0.23,0.15,0.55,0.9,0.15,0.2,0.18,0.68,0.96,0.89,0.21,0.3,0.57
xbrlapi.csv,0.62,0.28,0.96,0.25,0.13,0.55,0.12,0.19,0.32,0.57,0.56,0.14,0.22,0.62,0.34,0.22,0.63,0.11,0.51,0.5
yarp.csv,0.41,0.42,0.44,0.24,0.12,0.3,0.31,0.15,0.19,0.62,0.65,0.18,0.2,1.0,0.1,0.15,0.56,0.33,0.15,0.32
