,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.62,0.42,0.0,0.36,0.61,0.8
arsenal-1.csv,0.37,0.83,0.42,0.5,0.8,0.97
barracudamvc.csv,0.43,0.32,0.36,0.35,0.39,0.58
mevenide.csv,0.39,0.52,0.67,0.5,0.83,0.73
mumble.csv,0.42,0.29,0.46,0.89,0.44,0.71
openintents.csv,0.43,0.39,0.36,0.34,0.56,0.65
