,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.37,0.11,0.49,0.39,0.14,0.2,0.0,0.0,0.13,0.0
flylegacy.csv,0.64,0.3,0.71,0.24,0.58,0.48,0.34,0.75,0.45,0.26
jguard.csv,0.53,0.43,0.84,0.3,0.75,0.54,0.34,0.84,0.49,0.48
m-a-d-n-e-s-s.csv,0.4,0.06,0.49,0.25,0.06,0.06,0.0,0.27,0.64,0.18
mob-sen-plat.csv,0.56,0.81,0.8,0.22,0.71,0.46,0.32,0.71,0.6,0.53
raygina.csv,0.62,0.0,0.78,0.24,0.2,0.32,0.22,0.3,0.49,0.41
st-filteredstatistics.csv,0.51,0.44,0.74,0.3,0.71,0.33,0.25,0.87,0.49,0.51
upp-mirror.csv,0.37,0.16,0.7,0.25,0.69,0.36,0.15,0.47,0.41,0.44
wishmaster.csv,0.31,0.28,0.56,0.26,0.66,0.38,0.51,0.17,0.51,0.37
yarp.csv,0.26,0.0,0.56,0.16,0.03,0.22,0.33,0.19,0.4,0.56
