,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.3,0.5,0.36,0.0,0.41,0.54,0.18,0.62,0.52,0.61
flylegacy.csv,0.77,0.9,0.0,0.79,0.56,0.2,0.77,0.46,0.62,0.61
jguard.csv,0.93,0.4,0.59,0.68,0.61,0.0,0.97,0.85,0.85,0.84
m-a-d-n-e-s-s.csv,0.05,0.75,0.41,0.52,0.17,0.79,0.16,0.31,0.0,0.03
mob-sen-plat.csv,0.72,0.0,0.82,0.58,0.51,0.48,0.57,0.62,0.65,0.5
raygina.csv,0.0,0.15,0.5,0.33,0.37,0.36,0.48,0.31,0.37,0.34
st-filteredstatistics.csv,0.3,0.3,0.32,0.51,0.22,0.52,0.64,0.0,0.22,0.55
upp-mirror.csv,0.42,0.1,0.41,0.33,0.0,0.11,0.46,0.0,0.42,0.24
wishmaster.csv,0.4,0.6,0.5,0.54,0.68,0.82,0.0,0.92,0.58,0.29
yarp.csv,0.16,0.0,0.23,0.14,0.12,0.16,0.18,0.31,0.2,0.03
