,rhex.csv,wgs-assembler.csv,etics.csv,pcgen.csv,aime.csv,lockss.csv,stuproa-cims.csv,personalaccess.csv,uclmda.csv,pydev.csv,elateportal.csv
aime.csv,358.0,99.0,96.5,195.5,483.0,681.5,196.5,98.5,1.5,197.0,5.5
elateportal.csv,183.0,379.0,185.0,286.5,197.5,345.0,294.0,89.5,197.5,480.5,89.5
etics.csv,78.5,99.0,96.5,90.5,814.0,124.0,193.0,99.0,2.5,177.0,91.5
lockss.csv,614.5,99.0,96.5,195.5,771.5,264.5,487.0,99.0,98.5,295.5,84.5
pcgen.csv,468.5,99.0,96.5,380.5,296.5,706.0,296.5,96.5,198.0,295.5,383.5
personalaccess.csv,163.0,91.5,96.5,294.0,160.0,895.0,290.5,98.5,98.5,295.5,91.5
pydev.csv,628.5,99.0,96.5,189.5,652.0,296.5,296.0,99.0,99.0,286.5,91.5
rhex.csv,713.0,190.0,0.0,262.5,245.5,296.5,97.5,194.0,197.5,384.0,325.0
stuproa-cims.csv,78.5,91.5,96.5,96.5,157.0,175.0,192.0,95.5,98.5,385.0,91.5
uclmda.csv,91.5,68.5,185.0,191.0,714.5,14.5,386.5,59.5,99.0,155.0,109.0
wgs-assembler.csv,468.5,188.0,96.5,294.0,575.0,98.5,289.5,96.5,197.5,295.5,87.5
