,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.65,0.77,0.66,0.2,0.76,0.61,0.67,0.94,0.79,0.79,0.45,0.69,0.72,0.75
encog-cs.csv,0.93,0.88,0.76,1.02,0.86,0.85,0.82,1.01,0.46,0.84,0.96,0.93,1.0,0.73
extprosys.csv,0.63,1.01,0.44,0.59,0.87,0.81,0.92,0.96,0.93,0.99,0.53,0.74,0.76,0.81
intact.csv,0.6,1.01,0.66,0.58,0.68,0.53,0.8,0.64,0.62,0.98,0.54,0.77,0.85,0.79
japano.csv,1.28,1.0,0.73,0.94,0.78,0.81,1.0,0.35,0.91,0.86,0.96,0.9,0.97,0.64
lockss.csv,0.35,0.61,0.62,0.89,0.75,0.86,0.67,0.79,0.88,0.5,0.46,0.77,0.85,0.85
officefloor.csv,0.57,0.78,0.77,0.55,0.78,0.64,0.97,0.87,0.59,0.82,0.46,0.96,0.83,0.85
opennms.csv,1.06,1.02,0.98,0.97,0.39,0.93,0.7,1.0,0.81,0.57,0.92,0.79,0.93,1.0
primefaces.csv,0.68,0.85,1.0,0.57,0.76,0.87,0.7,0.92,0.99,0.86,0.99,0.85,0.4,0.91
rohxel.csv,0.56,0.63,0.79,0.65,0.85,0.64,0.29,0.63,0.54,0.69,0.61,0.7,0.79,1.0
roolo.csv,1.24,0.74,0.79,0.75,0.83,0.83,0.84,0.82,0.75,0.84,0.89,0.37,0.87,0.76
sevenupdate.csv,0.96,0.24,1.0,1.0,0.95,1.0,1.0,1.0,0.94,0.79,1.0,1.0,1.0,1.0
web-cat.csv,0.78,0.63,0.93,0.87,0.87,0.79,0.93,0.97,0.94,0.81,0.75,0.83,0.68,0.27
