,recall,precision,pf,cdom,bellwether
1,0.15500000000000003,0.55,0.315,7.0,ingex.csv
10,0.815,0.815,0.49,1.0,columba.csv
13,0.56,0.42,0.32,9.0,ng4j.csv
27,0.2,0.39,0.16999999999999998,4.0,lamp.csv
33,0.41500000000000004,0.39,0.3,17.0,netatalk.csv
52,0.36,0.23,0.2,13.0,pdfedit.csv
24,0.96,0.96,0.855,1.0,magicwars.csv
25,0.46,0.52,0.44,2.0,pentahoanalysistool.csv
26,0.91,0.9550000000000001,0.91,0.0,xmemcached.csv
