,exordium.csv,mptvseries.csv,toped.csv,qtractor.csv,flexpay.csv,openmsx.csv,synergyspace.csv,elateportal.csv,tango-cs.csv
elateportal.csv,0.37,0.68,0.69,0.57,0.67,0.75,0.42,0.95,0.58
exordium.csv,0.79,0.68,0.84,0.54,0.69,0.51,0.27,0.11,0.53
flexpay.csv,0.58,0.26,0.41,0.57,0.47,0.63,0.15,0.16,0.24
mptvseries.csv,0.53,0.63,0.51,0.57,0.33,0.14,0.15,0.02,0.31
openmsx.csv,1.0,0.47,0.82,0.71,0.54,0.55,0.31,0.73,0.16
qtractor.csv,0.95,0.63,0.8,0.71,0.45,0.31,0.27,0.07,0.22
synergyspace.csv,0.47,0.42,0.18,0.29,0.62,0.15,0.69,0.09,0.31
tango-cs.csv,0.37,0.47,0.73,0.64,0.7,0.63,0.58,0.2,0.58
toped.csv,0.89,0.74,0.8,0.54,0.74,0.54,0.85,0.82,0.8
