,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.0,12.0,74.0,225.0,1.0,339.0,183.0,1.0,0.0,0.0,297.0,30.0,33.0,223.0,113.0,60.0,127.0,8.0
encog-cs.csv,1.0,8.0,1.0,225.0,0.0,7.0,1.0,0.0,1.0,5.0,2.0,20.0,32.0,223.0,113.0,0.0,9.0,4.0
geochat.csv,1.0,13.0,74.0,225.0,1.0,339.0,0.0,3.0,0.0,0.0,1.0,27.0,31.0,223.0,113.0,60.0,1.0,3.0
ibatisdb.csv,0.0,2.0,4.0,14.0,63.0,0.0,16.0,4.0,110.0,56.0,2.0,0.0,59.0,14.0,0.0,1.0,16.0,0.0
inkscape.csv,0.0,65.0,0.0,14.0,63.0,0.0,1.0,2.0,110.0,0.0,1.0,140.0,59.0,14.0,0.0,3.0,0.0,3.0
jam-daq.csv,0.0,1.0,74.0,225.0,2.0,339.0,183.0,0.0,0.0,0.0,297.0,19.0,33.0,223.0,113.0,60.0,127.0,0.0
jhotdraw.csv,94.0,65.0,74.0,14.0,63.0,0.0,183.0,2.0,0.0,56.0,0.0,140.0,59.0,14.0,0.0,60.0,127.0,0.0
ninject.csv,94.0,65.0,74.0,225.0,63.0,339.0,183.0,98.0,110.0,56.0,297.0,140.0,0.0,223.0,113.0,60.0,127.0,161.0
ofbiz.csv,0.0,13.0,0.0,225.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,17.0,33.0,223.0,113.0,0.0,2.0,0.0
oorexx.csv,0.0,8.0,0.0,17.0,0.0,1.0,12.0,1.0,0.0,7.0,0.0,3.0,10.0,16.0,0.0,0.0,4.0,6.0
opentibia.csv,0.0,4.0,4.0,14.0,1.0,0.0,16.0,0.0,1.0,4.0,2.0,11.0,59.0,14.0,0.0,1.0,16.0,0.0
projectts.csv,94.0,2.0,74.0,225.0,0.0,339.0,183.0,98.0,0.0,0.0,297.0,6.0,33.0,223.0,113.0,60.0,127.0,0.0
retromenu.csv,94.0,0.0,74.0,225.0,0.0,339.0,183.0,98.0,110.0,0.0,297.0,140.0,33.0,223.0,113.0,60.0,127.0,0.0
roolo.csv,94.0,65.0,74.0,225.0,0.0,339.0,183.0,98.0,110.0,0.0,297.0,140.0,32.0,223.0,113.0,60.0,127.0,1.0
tango-cs.csv,0.0,4.0,0.0,2.0,0.0,5.0,12.0,1.0,0.0,7.0,0.0,10.0,22.0,2.0,0.0,0.0,13.0,2.0
trinitycore.csv,94.0,65.0,74.0,225.0,63.0,339.0,183.0,98.0,110.0,56.0,297.0,140.0,59.0,223.0,113.0,60.0,127.0,161.0
uface.csv,0.0,7.0,3.0,12.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,31.0,11.0,0.0,1.0,12.0,1.0
uwom-server.csv,94.0,65.0,74.0,225.0,63.0,339.0,183.0,98.0,110.0,56.0,297.0,140.0,59.0,223.0,113.0,60.0,127.0,161.0
