,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.01,0.09,0.0,0.0,0.0,0.0,0.0,0.57,0.81,0.29,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.72
encog-cs.csv,0.41,0.56,0.14,0.0,0.47,0.42,0.47,0.64,0.31,0.5,0.55,0.71,0.39,0.0,0.0,0.32,0.2,0.77
geochat.csv,0.34,0.0,0.0,0.0,0.0,0.0,0.28,0.59,0.53,0.37,0.02,0.62,0.17,0.0,0.0,0.0,0.09,0.77
ibatisdb.csv,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.01
inkscape.csv,0.02,0.0,0.79,0.0,0.0,0.6,0.21,0.09,0.0,0.06,0.5,0.0,0.0,0.0,0.0,0.38,0.09,0.01
jam-daq.csv,0.34,0.67,0.0,0.0,0.47,0.0,0.0,0.71,0.52,0.59,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.64
jhotdraw.csv,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.11,0.31,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.01
ninject.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0
ofbiz.csv,0.62,0.0,0.67,0.0,0.0,0.64,0.69,0.27,0.33,0.0,0.77,0.05,0.0,0.0,0.0,0.56,0.54,0.0
oorexx.csv,0.72,0.65,0.71,0.63,0.54,0.65,0.49,0.63,0.37,0.35,0.61,0.73,0.44,0.63,0.58,0.75,0.57,0.72
opentibia.csv,0.87,0.06,0.0,0.0,0.13,0.0,0.09,0.4,0.34,0.06,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.09
projectts.csv,0.0,0.53,0.0,0.0,0.72,0.0,0.0,0.0,0.1,0.57,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.61
retromenu.csv,0.0,0.88,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27
roolo.csv,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.04
tango-cs.csv,0.48,0.73,0.61,0.51,0.51,0.67,0.41,0.55,0.54,0.33,0.58,0.63,0.64,0.58,0.64,0.58,0.4,0.52
trinitycore.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uface.csv,0.0,0.49,0.13,0.27,0.38,0.21,0.71,0.33,0.53,0.46,0.67,0.57,0.21,0.3,0.63,0.17,0.27,0.95
uwom-server.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
