,xbrlapi.csv,vdsf.csv,nuttx.csv,dvt.csv,utgb.csv,ldview.csv,fw4spl.csv,google-web-toolkit.csv,jstock.csv,fulguro.csv
dvt.csv,0.48,0.23,0.0,0.28,0.0,0.54,0.07,0.18,0.19,0.59
fulguro.csv,0.9,0.02,0.54,0.08,0.9,0.0,0.38,0.0,0.67,0.33
fw4spl.csv,0.22,0.23,0.31,0.36,0.39,0.27,0.25,0.25,0.33,0.48
google-web-toolkit.csv,0.95,0.26,0.38,0.22,0.58,0.05,0.28,0.34,0.33,0.48
jstock.csv,0.6,0.27,0.1,0.25,0.16,0.22,0.3,0.38,0.23,0.7
ldview.csv,0.55,0.34,0.62,0.75,0.74,0.3,0.79,0.59,0.51,0.7
nuttx.csv,0.22,0.03,0.46,0.16,0.16,0.38,0.21,0.29,0.23,0.19
utgb.csv,0.18,0.27,0.33,0.21,0.26,0.16,0.4,0.21,0.12,0.39
vdsf.csv,0.72,0.13,0.95,0.77,0.94,0.59,0.46,0.8,0.91,0.66
xbrlapi.csv,0.35,0.0,0.05,0.45,0.68,0.05,0.22,0.35,0.58,0.24
