,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,4.0,6.0,0.0,8.0,0.0
dynalloy.csv,0.0,12.0,4.0,16.0,0.0
findbugs.csv,2.0,9.0,7.0,7.0,0.0
runuomondains.csv,0.0,13.0,83.0,0.0,72.0
xbplayer.csv,0.0,0.0,3.0,3.0,9.0
