,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.58,0.55,1.0,0.18,0.53
dynalloy.csv,1.0,0.29,0.19,0.15,0.58
findbugs.csv,0.39,0.19,0.29,0.21,1.0
runuomondains.csv,0.67,0.32,0.0,1.0,0.0
xbplayer.csv,0.33,0.98,0.38,0.36,0.42
