,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,0.44,0.8,0.3,0.11,0.48,0.52,0.06,0.59,0.38,0.26,0.18,0.69
emulemorph.csv,0.09,0.05,0.0,0.2,0.0,0.0,0.31,0.02,0.12,0.05,0.0,0.19
fulguro.csv,0.66,0.27,0.21,0.0,0.36,0.33,0.7,0.88,0.41,0.53,0.26,0.55
fw4spl.csv,0.33,0.55,0.32,0.0,0.45,0.2,0.31,0.04,0.63,0.19,0.21,0.42
gnome-jabber.csv,0.57,0.71,0.26,0.15,0.54,0.22,0.71,0.76,0.72,0.6,0.21,0.58
ipfilter.csv,0.68,0.68,0.17,0.11,0.58,0.52,0.63,0.96,0.97,0.8,0.22,0.44
ipfire-wall.csv,0.55,0.43,0.19,0.08,0.65,0.33,0.6,0.25,0.68,0.64,0.28,0.44
libmesh.csv,0.42,0.15,0.16,0.05,0.24,0.59,0.47,0.0,0.08,0.33,0.19,0.24
rockbox.csv,0.22,0.38,0.31,0.16,0.47,0.26,0.61,0.44,0.08,0.15,0.23,0.65
soar.csv,0.62,0.86,0.23,0.1,0.47,0.53,0.69,0.97,0.82,0.75,0.22,0.54
tencompetence.csv,0.46,0.11,0.06,0.11,0.42,0.52,0.62,0.54,0.2,0.82,0.26,0.0
xbrlapi.csv,0.68,0.14,0.25,0.17,0.57,0.31,0.69,0.0,0.39,0.37,0.32,0.57
