,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.05,0.0,0.04,0.12,0.1,0.0,0.0,0.04,0.05,0.0
flylegacy.csv,0.4,0.76,0.68,0.58,0.57,0.53,0.3,0.57,0.27,0.5
jguard.csv,0.61,0.43,0.62,0.59,0.64,0.55,0.38,0.76,0.35,0.44
m-a-d-n-e-s-s.csv,0.28,0.04,0.26,0.12,0.1,0.0,0.0,0.18,0.65,0.19
mob-sen-plat.csv,0.58,0.82,0.59,0.49,0.63,0.45,0.56,0.57,0.74,0.59
raygina.csv,0.52,0.0,0.49,0.25,0.04,0.23,0.33,0.1,0.28,0.15
st-filteredstatistics.csv,0.39,0.69,0.61,0.61,0.53,0.47,0.41,0.64,0.63,0.55
upp-mirror.csv,0.42,0.18,0.59,0.54,0.71,0.53,0.33,0.55,0.7,0.61
wishmaster.csv,0.05,0.0,0.31,0.17,0.24,0.2,0.25,0.1,0.14,0.24
yarp.csv,0.19,0.04,0.34,0.2,0.04,0.16,0.41,0.18,0.28,0.53
