,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.96,1.0,0.97,0.9,0.92,1.0,1.0,0.97,0.96,1.0
flylegacy.csv,0.88,0.56,0.68,0.7,0.74,0.8,0.92,0.78,0.93,0.64
jguard.csv,0.75,0.66,0.66,0.7,0.59,0.52,0.89,0.55,0.9,0.67
m-a-d-n-e-s-s.csv,0.76,0.97,0.8,0.9,0.92,1.0,1.0,0.85,0.4,0.84
mob-sen-plat.csv,0.76,0.34,0.74,0.73,0.68,0.86,0.65,0.75,0.56,0.6
raygina.csv,0.56,1.0,0.69,0.8,0.97,0.84,0.79,0.93,0.79,0.88
st-filteredstatistics.csv,0.89,0.39,0.72,0.71,0.8,0.64,0.88,0.7,0.65,0.77
upp-mirror.csv,0.77,0.85,0.7,0.56,0.59,0.58,0.8,0.73,0.45,0.66
wishmaster.csv,0.96,1.0,0.74,0.86,0.81,0.96,0.79,0.97,0.9,0.82
yarp.csv,0.85,0.97,0.73,0.83,0.97,0.92,0.66,0.88,0.76,0.54
