,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.04,0.0,0.03,0.1,0.08,0.0,0.0,0.03,0.04,0.0
flylegacy.csv,0.96,0.91,0.95,0.67,0.7,0.87,1.0,0.9,1.0,0.48
jguard.csv,0.92,0.39,0.71,0.69,0.7,0.5,1.0,0.9,0.96,0.4
m-a-d-n-e-s-s.csv,0.24,0.03,0.22,0.1,0.08,0.0,0.0,0.15,0.6,0.16
mob-sen-plat.csv,0.84,0.85,0.84,0.5,0.77,0.73,0.57,0.72,0.88,0.6
raygina.csv,0.48,0.0,0.48,0.21,0.03,0.2,0.29,0.08,0.24,0.12
st-filteredstatistics.csv,0.92,0.67,0.78,0.76,0.83,0.43,0.86,0.87,0.72,0.76
upp-mirror.csv,0.4,0.15,0.71,0.51,0.83,0.5,0.29,0.62,0.72,0.68
wishmaster.csv,0.04,0.0,0.27,0.14,0.2,0.17,0.21,0.08,0.12,0.2
yarp.csv,0.16,0.03,0.3,0.17,0.03,0.13,0.36,0.15,0.24,0.48
