,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,3.0,52.0,1.0,2.0,1.0,85.0,74.0,0.0,0.0,62.0
flylegacy.csv,2.0,2.0,1.0,0.0,1.0,2.0,14.0,0.0,4.0,1.0
jguard.csv,1.0,4.0,0.0,0.0,1.0,3.0,13.0,0.0,4.0,1.0
m-a-d-n-e-s-s.csv,1.0,0.0,0.0,20.0,1.0,85.0,74.0,0.0,0.0,0.0
mob-sen-plat.csv,0.0,0.0,1.0,29.0,2.0,7.0,2.0,0.0,1.0,1.0
raygina.csv,0.0,52.0,3.0,21.0,0.0,5.0,7.0,1.0,5.0,0.0
st-filteredstatistics.csv,8.0,1.0,0.0,2.0,2.0,1.0,14.0,0.0,9.0,0.0
upp-mirror.csv,11.0,0.0,2.0,7.0,0.0,2.0,10.0,0.0,1.0,0.0
wishmaster.csv,1.0,52.0,0.0,14.0,2.0,6.0,0.0,2.0,2.0,2.0
yarp.csv,1.0,0.0,2.0,10.0,2.0,5.0,2.0,0.0,0.0,0.0
