,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv,codesmith.csv
codesmith.csv,0.51,1.0,0.92,0.13,0.54,0.62,0.76,0.49,0.44,0.32,0.39,0.03
gwanted.csv,0.29,0.0,0.02,0.0,0.05,0.75,0.19,0.01,0.0,0.0,0.54,0.0
ivatamasks.csv,0.51,0.5,0.69,0.0,0.71,0.88,0.62,0.72,0.69,0.25,0.77,0.41
java-gnome.csv,0.02,0.0,0.26,0.06,0.17,0.0,0.17,0.29,0.0,0.0,0.14,0.44
orc.csv,0.13,0.0,0.0,0.13,0.2,0.38,0.13,0.18,0.0,0.0,0.11,0.0
plato.csv,0.96,0.5,0.72,0.83,0.78,0.12,0.77,0.82,0.75,0.46,0.87,0.59
rodin-b-sharp.csv,0.15,0.0,0.11,0.15,0.12,0.25,0.0,0.15,0.25,0.07,0.22,0.21
tycho.csv,0.64,0.5,0.61,0.94,0.56,0.62,0.51,0.49,0.44,0.0,0.85,0.68
umber.csv,0.0,0.0,0.21,0.28,0.1,0.5,0.29,0.27,0.31,0.07,0.08,0.59
unicase.csv,0.51,0.0,0.57,0.6,0.39,0.25,0.55,0.62,0.31,0.11,0.01,0.38
vienna-add-in.csv,0.24,0.0,0.93,0.87,0.0,0.5,0.67,0.51,0.56,1.0,0.32,0.82
wpdev.csv,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,0.91
