,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.53,0.27,0.25,0.54,0.6,0.35,0.4,0.68,0.79,0.48,0.37,0.53,0.52,0.46,0.64,0.56
customsagetv.csv,0.4,0.26,0.0,0.41,0.57,0.33,0.5,0.05,0.35,0.4,0.28,0.22,0.55,0.17,0.23,0.88
fluidium.csv,0.1,0.01,0.0,0.3,0.0,0.18,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.57,0.02,0.12
guineu.csv,0.73,0.39,0.46,0.49,0.51,0.65,0.52,0.48,0.48,0.42,0.61,0.0,0.37,0.0,0.36,0.84
inkscape.csv,0.55,0.66,0.0,0.0,0.21,0.29,0.75,0.47,0.37,0.65,0.14,0.0,0.36,0.0,0.24,0.38
mpqc.csv,0.27,0.02,0.0,0.0,0.21,0.54,0.11,0.33,0.0,0.19,0.33,0.36,0.17,0.17,0.0,0.0
nsis.csv,0.5,0.32,0.71,0.3,0.38,0.71,0.32,0.39,0.55,0.53,0.74,0.71,0.6,0.35,0.31,0.75
octave.csv,0.38,0.58,0.12,0.31,0.53,0.29,0.52,0.48,0.1,0.44,0.22,0.5,0.23,0.46,0.36,0.32
owfs.csv,0.47,0.52,0.0,0.41,0.58,0.28,0.67,0.34,0.37,0.68,0.39,0.42,0.21,0.53,0.46,0.57
owlib.csv,0.64,0.67,0.65,0.62,0.68,0.22,0.6,0.6,0.63,0.53,0.46,0.53,0.69,0.54,0.28,0.67
pamguard.csv,0.41,0.47,0.0,0.6,0.59,0.61,0.52,0.52,0.69,0.33,0.62,0.67,0.66,0.55,0.66,0.36
prelude.csv,0.35,0.51,0.79,0.52,0.39,0.39,0.54,0.37,0.57,0.62,0.0,0.68,0.27,0.62,0.13,0.55
robocode.csv,0.69,0.58,0.0,0.59,0.63,0.48,0.75,0.78,0.67,0.59,0.37,0.42,0.53,0.6,0.48,0.6
uwom-server.csv,0.22,0.42,0.15,0.29,0.65,0.44,0.66,0.34,0.48,0.67,0.37,0.58,0.21,0.52,0.22,0.43
zengine.csv,0.0,0.09,0.71,0.24,0.41,0.37,0.13,0.0,0.21,0.39,0.0,0.87,0.21,0.45,0.0,0.44
zildo.csv,0.67,0.6,0.64,0.54,0.49,0.33,0.56,0.4,0.64,0.44,0.25,0.59,0.7,0.33,0.57,0.8
