,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.45,0.46,1.0,0.87,0.13,0.81
bullet.csv,0.26,0.45,0.38,0.99,0.14,0.69
openintents.csv,0.0,0.96,0.37,0.79,0.0,0.84
pokenetonline.csv,0.47,0.5,0.41,0.85,0.09,1.0
tktoolkit.csv,0.47,0.43,0.31,0.85,1.0,0.6
zealos.csv,1.0,0.34,0.35,0.7,0.14,0.72
