,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.17,0.52,0.82,0.19,0.52,0.37
bullet.csv,0.73,0.74,0.59,1.0,0.74,0.57
openintents.csv,0.0,0.96,0.73,0.28,0.0,0.45
pokenetonline.csv,0.27,0.83,0.91,0.51,0.13,0.98
tktoolkit.csv,0.5,0.78,0.41,0.75,0.91,0.47
zealos.csv,0.97,0.43,0.64,0.55,0.96,0.63
