,id,expected,max_bell,avge,median,bellwether,size
55,2,1,2,1.5,0.575,mclient-mume.csv,2
51,3,4,5,2.5,0.965,jam-daq.csv,6
49,4,12,18,7.45,0.98,sidekar.csv,20
57,5,4,4,3.0,0.65,calcubetimer.csv,6
24,6,7,11,4.91,1.0,servicestack.csv,11
19,7,12,19,9.53,0.86,jchassis.csv,19
29,8,7,11,5.36,0.81,avisynth2.csv,11
27,10,1,1,1.0,0.24,atunes.csv,1
18,11,2,4,2.5,0.565,emftriple.csv,4
56,13,2,3,2.33,0.27,empyrean.csv,3
58,14,12,17,6.79,0.995,jgameai.csv,20
50,15,10,12,6.62,1.0,etherboot.csv,16
21,16,6,10,5.1,1.0,wxjs.csv,10
26,17,2,3,1.67,0.67,yafdotnet.csv,3
16,18,2,2,1.0,0.67,qpe.csv,3
28,19,6,10,5.9,0.54,massiv.csv,10
15,20,4,7,4.67,0.82,fm-classic.csv,7
30,21,10,10,5.25,0.955,ng4j.csv,16
59,22,4,6,2.33,0.87,wow-qrsk.csv,6
17,27,4,6,4.14,0.56,encog-java.csv,7
25,28,8,10,6.46,0.83,nodal.csv,13
20,29,9,15,7.93,0.66,cme.csv,15
39,30,11,19,6.56,0.82,mediaportal.csv,19
6,32,6,10,6.2,0.595,quark.csv,10
14,33,6,10,5.4,0.885,m-a-d-n-e-s-s.csv,10
13,34,2,2,1.25,0.6,zorannt.csv,4
7,35,12,18,7.2,0.895,qtwin.csv,20
34,36,11,16,9.41,0.64,reaper-ecad.csv,17
40,37,7,10,4.91,0.67,sepgsql.csv,11
33,38,10,14,5.5,0.945,fluidium.csv,16
41,39,4,6,4.57,0.41500000000000004,k3d.csv,8
53,40,6,8,4.11,0.71,jcae.csv,9
47,41,3,4,2.4,0.49,badtrinitycore.csv,5
22,42,4,6,3.17,1.0,genoviz.csv,6
32,43,5,7,3.38,0.81,etics.csv,8
31,44,4,4,2.67,0.825,kmess.csv,6
23,45,3,4,2.6,0.9,nabu-library.csv,5
46,46,7,11,6.0,0.74,factor.csv,11
54,47,11,17,6.33,0.9299999999999999,omseek.csv,18
48,48,7,12,5.83,0.95,nosleepsoftware.csv,12
52,49,9,13,6.73,0.93,mptvseries.csv,15
3,50,8,10,5.54,0.83,ftm.csv,13
42,52,4,5,1.71,0.88,nova.csv,7
38,53,10,13,6.06,0.99,chipster.csv,17
37,54,2,2,1.33,0.59,graphmak.csv,3
43,55,6,10,4.5,1.0,emulemorph.csv,12
9,56,5,7,4.0,0.69,jicarilla.csv,8
5,57,11,13,7.18,0.95,vrjuggler.csv,17
10,58,8,12,5.15,1.0,opennms.csv,14
1,59,12,16,8.0,0.81,pclasses.csv,19
12,60,3,5,2.2,0.7,nassp.csv,5
0,61,11,14,7.06,0.86,bulmages.csv,17
36,62,4,5,2.67,0.94,migen.csv,6
44,63,10,17,8.06,0.98,mecat.csv,17
45,64,4,4,2.67,0.9099999999999999,mevenide.csv,6
35,65,8,13,5.92,0.8,tcvp.csv,13
2,66,1,1,1.0,0.58,freewrl.csv,2
11,67,10,14,4.31,0.92,emisview.csv,16
4,68,6,9,4.56,0.97,gtad.csv,9
8,69,1,1,0.5,0.42500000000000004,thrust.csv,2
