,f1,g,recall,precision,pf,cdom,bellwether
1,1.0,0.625,0.59,0.49,0.47,6.0,logicmail.csv
9,0.895,0.305,0.29500000000000004,0.29500000000000004,0.43,1.0,atunes.csv
12,0.575,0.55,0.42,0.46,0.47,9.0,acegisecurity.csv
26,0.6799999999999999,0.59,0.575,0.505,0.48,3.0,bochs.csv
31,0.71,0.62,0.54,0.485,0.48,18.0,heekscad.csv
51,0.61,0.45,0.42,0.47,0.5,17.0,nuttx.csv
23,0.825,0.585,0.48,0.485,0.5449999999999999,1.0,magicwars.csv
24,0.7,0.42,0.43,0.48,0.49,2.0,turbotrader-bos.csv
25,0.7,0.645,0.59,0.59,0.59,0.0,xmemcached.csv
