,id,expected,max_bell,avge,median,bellwether,size
55,2,0,1,1.0,0.51,mclient-mume.csv,2
51,3,1,3,1.33,0.645,open-media-library.csv,6
49,4,3,4,2.35,0.585,beast-mcmc.csv,20
57,5,1,2,1.33,0.585,mule.csv,6
24,6,2,5,2.09,0.65,azureus.csv,11
19,7,3,4,2.21,0.52,mediate.csv,19
29,8,2,3,1.55,0.63,ngl.csv,11
27,10,0,1,1.0,0.84,atunes.csv,1
18,11,1,2,1.75,0.685,gpsmid.csv,4
56,13,0,1,1.0,0.6,amanda.csv,3
58,14,3,8,2.95,0.64,cascading.csv,20
50,15,3,5,1.75,0.56,google-gears.csv,16
21,16,2,3,0.9,0.585,psycle.csv,10
26,17,0,1,1.0,0.65,clamav.csv,3
16,18,0,1,0.67,0.65,lmms.csv,3
28,19,2,3,2.6,0.635,fritzing.csv,10
15,20,1,3,1.5,0.61,jmule.csv,7
30,21,3,6,3.5,0.62,phonon-vlc-mplayer.csv,16
59,22,1,3,1.5,0.655,acegisecurity.csv,6
17,27,1,2,1.29,0.54,jaql.csv,7
25,28,2,2,1.31,0.58,uface.csv,13
20,29,2,5,1.67,0.57,kdenlive.csv,15
39,30,3,6,3.5,0.62,botsnscouts.csv,19
6,32,2,5,2.2,0.655,heekscad.csv,10
14,33,2,5,1.1,0.62,jguard.csv,10
13,34,1,3,1.5,0.665,jajuk.csv,4
7,35,3,9,3.2,0.625,nativeclient.csv,20
34,36,3,11,5.29,0.7,maya-work-in-progress.csv,17
40,37,2,7,2.91,0.67,natpad.csv,11
33,38,3,3,2.19,0.58,owlib.csv,16
41,39,1,1,1.29,0.565,kowari.csv,8
53,40,1,5,2.11,0.66,autowikibrowser.csv,9
47,41,1,3,1.4,0.68,adaptagrams.csv,5
22,42,1,2,1.0,0.58,qse.csv,6
32,43,1,4,2.25,0.6599999999999999,boost.csv,8
31,44,1,3,1.67,0.595,ossbuild.csv,6
23,45,1,2,1.4,0.65,selenium.csv,5
46,46,2,4,1.82,0.61,fceugc.csv,11
54,47,3,9,3.44,0.65,elmo.csv,18
48,48,2,7,3.17,0.675,yield.csv,12
52,49,2,5,2.07,0.62,zxing.csv,15
3,50,2,5,2.54,0.64,reactos-mirror.csv,13
42,52,1,1,1.14,0.58,ivatamasks.csv,7
38,53,3,3,2.56,0.56,jcl.csv,17
37,54,0,1,1.0,0.57,pdfedit.csv,3
43,55,2,0,1.7,0.51,jvcl.csv,12
9,56,1,1,1.0,0.55,optalgtoolkit.csv,8
5,57,3,7,3.24,0.63,frogatto.csv,17
10,58,2,4,1.77,0.555,cleartk.csv,14
1,59,3,6,2.95,0.61,tzod.csv,19
12,60,1,3,1.4,0.73,oorexx.csv,5
0,61,3,2,1.18,0.56,l2j.csv,17
36,62,1,2,1.5,0.615,lcfizvtop.csv,6
44,63,3,4,2.19,0.58,openwbem.csv,17
45,64,1,1,1.0,0.495,alembik.csv,6
35,65,2,3,1.77,0.55,dvt.csv,13
2,66,0,1,1.0,0.7,freewrl.csv,2
11,67,3,6,2.38,0.625,xharbour.csv,16
4,68,1,2,1.44,0.62,carabiner.csv,9
8,69,0,1,1.0,0.59,trinitycore.csv,2
