,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.0,0.68,0.67,0.62,0.65,0.64,0.39
fw4spl.csv,0.5,0.47,0.22,0.59,0.36,0.34,0.02
kftpgrabber.csv,0.44,0.15,0.27,0.57,0.07,0.84,0.5
kolmafia.csv,0.68,0.13,0.64,0.56,0.38,0.57,0.71
lazarus-ccr.csv,0.81,0.24,0.4,0.41,0.41,0.35,0.55
mia.csv,0.43,0.21,0.54,0.2,0.54,0.12,0.48
plee-the-bear.csv,0.33,0.78,0.46,0.68,0.43,0.55,0.59
