,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.07,0.65,0.35,0.56,0.61,0.58,0.1
fw4spl.csv,0.5,0.16,0.2,0.25,0.39,0.27,0.05
kftpgrabber.csv,0.71,0.03,0.13,0.25,0.06,0.26,0.31
kolmafia.csv,0.5,0.97,0.6,0.79,0.89,0.79,0.23
lazarus-ccr.csv,0.25,0.87,0.84,0.68,0.86,0.84,0.72
mia.csv,0.14,0.11,0.26,0.16,0.2,0.08,0.18
plee-the-bear.csv,0.32,0.24,0.39,0.47,0.26,0.32,0.51
