,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.62,0.27,0.24,0.55
miranda-icq.csv,0.56,0.13,0.42,0.41
red5.csv,0.76,0.21,0.25,0.41
thrust.csv,0.62,0.43,0.18,0.43
