,nova.csv,crisscross.csv,mb-unit.csv,libopenmetaverse.csv,betoffice.csv,ldview.csv,mvdsv.csv,jitterbit.csv,tolven.csv,gwanted.csv,codepurge.csv,olex2.csv,elvishrayrenderer.csv
betoffice.csv,0.19,0.41,0.17,0.24,0.6,0.48,0.0,0.28,0.52,0.44,0.31,0.36,0.6
codepurge.csv,0.0,0.68,0.23,0.49,0.09,0.46,0.68,0.45,0.72,0.29,0.72,0.49,0.71
crisscross.csv,0.0,0.84,0.4,0.0,0.26,0.48,0.0,0.3,0.57,0.4,0.62,0.17,0.0
elvishrayrenderer.csv,0.1,0.46,0.4,0.0,0.09,0.32,0.0,0.24,0.72,0.13,0.05,0.32,0.74
gwanted.csv,0.1,0.56,0.5,0.23,0.13,0.33,0.71,0.53,0.4,0.67,0.38,0.57,0.44
jitterbit.csv,0.0,0.52,0.58,0.49,0.05,0.38,0.58,0.71,0.62,0.61,0.37,0.57,0.59
ldview.csv,0.75,0.67,0.44,0.55,0.42,0.72,0.38,0.51,0.73,0.4,0.25,0.73,0.71
libopenmetaverse.csv,0.0,0.05,0.13,0.58,0.0,0.54,0.71,0.27,0.24,0.0,0.47,0.17,0.54
mb-unit.csv,0.0,0.42,0.68,0.55,0.34,0.38,0.09,0.49,0.6,0.48,0.25,0.55,0.49
mvdsv.csv,0.27,0.0,0.07,0.23,0.19,0.34,0.99,0.18,0.04,0.13,0.0,0.09,0.11
nova.csv,0.84,0.59,0.5,0.48,0.58,0.45,0.0,0.46,0.41,0.49,0.47,0.56,0.55
olex2.csv,0.67,0.58,0.62,0.26,0.33,0.0,0.67,0.43,0.64,0.64,0.2,0.73,0.39
tolven.csv,0.63,0.43,0.49,0.39,0.16,0.38,0.65,0.42,0.78,0.47,0.37,0.7,0.42
