,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,98.5,198.0,193.0,1138.5,568.0,94.5,1170.0,97.5,197.5,1149.0,99.0,99.0,97.5,283.5,2492.0,1878.0,99.0,99.0,97.5
autat.csv,98.5,91.5,189.0,642.5,270.0,94.5,45.5,97.5,212.5,421.0,999.5,96.5,97.5,78.0,552.5,135.0,92.5,99.0,97.5
brlcad.csv,98.5,594.0,189.0,257.5,175.5,180.0,45.5,97.5,84.5,602.5,0.0,75.5,97.5,85.5,2047.0,152.0,85.5,99.0,97.5
delphilhlplib.csv,98.5,198.0,193.0,188.0,763.5,637.5,379.5,97.5,90.5,1306.5,98.5,98.5,97.5,92.5,1293.5,77.5,99.0,99.0,97.5
exordium.csv,98.5,99.0,192.0,179.0,90.5,287.5,355.5,97.5,84.5,597.5,141.0,98.5,94.5,92.5,1416.0,73.5,99.0,99.0,97.5
fltk.csv,98.5,198.0,189.0,188.0,280.5,721.0,619.0,97.5,93.5,1328.0,99.0,89.5,97.5,92.5,865.5,274.0,99.0,99.0,97.5
google-web-toolkit.csv,98.5,99.0,193.0,663.0,257.5,269.5,464.0,97.5,155.0,859.0,99.0,99.0,97.5,92.5,1062.5,772.5,99.0,99.0,97.5
gzigzag.csv,98.5,359.0,193.0,188.0,375.0,179.0,295.0,97.5,184.0,966.5,115.0,89.5,97.5,92.5,1392.0,77.5,99.0,98.5,97.5
irrlicht.csv,98.5,0.0,193.0,1137.5,951.5,386.0,1757.0,97.5,0.0,1677.0,99.0,99.0,97.5,1061.5,1169.5,1956.5,99.0,96.5,97.5
mimosa.csv,98.5,594.0,193.0,573.0,855.0,386.0,1249.5,97.5,98.5,1489.5,99.0,83.5,97.5,1061.5,780.0,1694.0,99.0,99.0,97.5
mptvseries.csv,98.5,198.0,0.0,274.5,162.0,87.5,585.0,97.5,83.5,157.0,98.5,96.5,97.5,92.5,524.5,77.5,97.5,99.0,97.5
ogre.csv,132.0,198.0,188.0,859.0,855.0,386.0,1498.5,96.5,99.0,1296.5,99.0,99.0,286.5,1061.5,1169.5,1874.0,99.0,99.0,97.5
openfrag.csv,98.5,198.0,193.0,760.5,566.0,544.0,537.5,97.5,198.0,1319.0,99.0,97.5,97.5,191.0,3102.5,77.5,99.0,99.0,97.5
qdvdauthor.csv,80.5,198.0,95.5,1041.0,566.0,773.5,886.0,97.5,196.5,1134.0,99.0,99.0,97.5,92.5,1975.5,1249.5,197.0,195.0,187.0
qse.csv,95.5,196.5,193.0,948.5,189.5,287.5,694.0,97.5,99.0,946.5,99.0,99.0,97.5,89.5,2232.0,948.5,197.0,99.0,97.5
sauerbraten.csv,98.5,495.0,188.0,574.0,761.5,823.5,1523.5,97.5,198.0,1479.5,99.0,99.0,97.5,868.5,487.5,1878.0,99.0,98.5,97.5
toped.csv,98.5,495.0,193.0,658.5,852.5,728.0,1173.5,97.5,197.5,879.5,99.0,93.5,97.5,863.5,582.0,371.5,99.0,99.0,97.5
truevision.csv,98.5,97.5,193.0,378.0,477.0,192.0,1084.0,97.5,88.5,1767.5,288.0,99.0,2.5,92.5,95.5,674.0,99.0,99.0,97.5
zoolib.csv,98.5,198.0,192.0,187.0,285.0,635.5,133.0,97.5,84.5,959.5,99.0,96.5,97.5,92.5,1110.5,73.5,99.0,99.0,97.5
