,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.67,0.88,0.77,0.96,0.6,0.68,0.73,0.37,0.54,0.83,1.0,0.86,0.78,0.55,0.82,0.63,0.33,0.68,0.61
autat.csv,0.74,0.99,0.89,0.73,0.74,0.63,0.53,0.56,1.09,0.42,0.95,0.73,0.77,0.95,0.97,0.79,0.72,0.74,0.75
brlcad.csv,0.96,0.45,0.61,0.95,0.84,0.76,0.68,0.82,1.04,0.6,1.0,0.69,0.66,0.9,0.46,0.81,0.8,0.78,0.89
delphilhlplib.csv,0.88,0.46,0.3,0.6,0.63,0.67,0.49,0.61,1.03,0.65,0.48,0.6,0.57,0.52,0.4,0.64,0.57,0.69,0.63
exordium.csv,0.62,0.73,0.55,0.68,0.3,0.54,0.7,0.61,0.96,0.59,0.62,0.78,0.94,0.68,0.46,0.76,0.76,0.74,0.8
fltk.csv,0.64,0.84,0.7,0.4,0.6,0.7,0.48,0.45,1.03,0.91,0.91,0.64,0.48,0.66,0.9,0.49,0.53,0.64,0.46
google-web-toolkit.csv,0.67,0.9,0.83,0.63,0.49,0.66,0.62,0.51,1.03,0.69,0.96,0.71,0.74,0.54,0.97,0.6,0.5,0.52,0.48
gzigzag.csv,0.63,0.99,0.48,0.71,0.37,0.53,0.69,0.63,1.21,0.56,0.52,0.82,0.63,0.71,0.65,0.67,0.7,0.72,0.79
irrlicht.csv,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.99,1.0,1.0,0.98,1.0
mimosa.csv,0.93,0.71,1.0,0.7,0.87,0.9,0.74,0.74,0.54,0.91,0.27,0.69,0.68,0.91,0.77,0.82,0.74,0.81,0.84
mptvseries.csv,0.44,0.63,1.0,0.55,0.55,0.7,0.35,0.5,1.05,0.89,0.64,0.77,0.38,0.66,0.81,0.79,0.6,0.86,0.61
ogre.csv,0.93,0.74,0.81,0.65,0.98,0.86,0.99,1.07,0.05,0.85,0.4,0.87,0.8,0.98,0.86,0.94,0.81,0.76,0.75
openfrag.csv,0.92,0.76,0.89,0.59,0.46,0.7,0.42,0.67,1.28,0.9,0.64,0.58,0.54,0.47,0.73,0.35,0.51,0.69,0.58
qdvdauthor.csv,0.76,0.85,0.95,0.9,0.76,0.73,0.54,0.6,1.21,0.93,0.96,0.73,1.0,0.72,0.86,0.72,0.42,0.68,0.42
qse.csv,0.75,0.82,0.77,0.75,0.57,0.8,0.39,0.67,0.95,0.56,0.92,0.77,0.26,0.54,0.56,0.67,0.69,0.81,0.62
sauerbraten.csv,0.42,0.94,0.9,0.55,0.74,0.75,0.79,0.61,1.02,0.96,0.43,0.63,1.0,0.86,0.6,0.7,0.62,0.77,0.85
toped.csv,0.79,0.79,0.76,0.8,0.77,0.92,0.62,0.19,1.11,0.8,1.0,0.78,0.83,0.65,0.59,0.6,0.41,0.71,0.51
truevision.csv,0.71,0.98,1.01,0.53,0.71,0.68,0.62,0.53,0.97,0.6,0.57,0.6,0.97,0.38,0.53,0.54,0.54,0.69,0.62
zoolib.csv,0.59,0.73,0.65,0.61,0.42,0.68,0.47,0.56,1.02,0.63,0.56,0.62,0.72,0.64,0.43,0.76,0.57,0.68,0.68
