,google-collections.csv,forester-atv.csv,autofac.csv,neodatis-odb.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,servicestack.csv,rcp-company-uibindings.csv,javaprofiler.csv
autofac.csv,0.74,0.59,1.0,0.43,0.29,0.2,0.55,0.43,0.44,0.63,0.31
azureus.csv,0.4,0.4,0.4,0.32,0.34,0.15,0.98,0.44,0.2,0.34,0.18
forester-atv.csv,0.0,0.94,0.07,0.18,0.0,0.0,0.06,0.26,0.11,0.1,0.17
gabel.csv,0.0,0.0,0.0,0.05,1.0,0.0,0.07,0.15,0.0,0.15,0.0
google-collections.csv,0.99,0.53,0.64,0.51,0.15,0.33,0.4,0.84,0.44,0.98,0.82
javaprofiler.csv,0.69,0.58,0.44,0.4,0.13,0.19,0.41,0.8,0.25,0.74,1.0
mycila.csv,0.32,0.06,0.56,0.28,0.12,1.0,0.27,0.4,0.07,0.44,0.24
neodatis-odb.csv,0.48,0.64,0.5,0.97,0.16,0.1,0.37,0.48,0.46,0.62,0.67
pokenetonline.csv,0.75,0.53,0.51,0.41,0.13,0.27,0.42,1.0,0.56,0.71,0.25
rcp-company-uibindings.csv,0.92,0.55,0.61,0.49,0.16,0.34,0.44,0.83,0.36,1.0,0.78
servicestack.csv,0.28,0.56,0.31,0.38,0.28,0.24,0.37,0.4,0.97,0.44,0.26
