,google-collections.csv,forester-atv.csv,autofac.csv,neodatis-odb.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,servicestack.csv,rcp-company-uibindings.csv,javaprofiler.csv
autofac.csv,0.98,0.44,1.0,0.35,0.18,0.15,0.43,0.89,0.47,0.98,0.71
azureus.csv,1.0,0.47,0.56,0.38,0.22,0.33,1.0,0.82,0.67,1.0,0.62
forester-atv.csv,0.0,1.0,1.0,0.57,0.0,0.0,0.2,1.0,1.0,0.93,0.88
gabel.csv,0.0,0.0,0.0,0.14,1.0,0.0,0.5,0.83,0.0,1.0,0.0
google-collections.csv,1.0,0.38,0.48,0.35,0.08,0.2,0.25,0.73,0.28,0.96,0.69
javaprofiler.csv,0.98,0.47,0.48,0.32,0.07,0.14,0.3,0.74,0.27,0.97,1.0
mycila.csv,1.0,0.17,0.53,0.26,0.08,1.0,0.35,0.68,0.1,0.92,0.44
neodatis-odb.csv,0.93,0.49,0.48,0.95,0.09,0.1,0.33,0.83,0.32,0.94,0.75
pokenetonline.csv,0.98,0.45,0.54,0.41,0.08,0.25,0.28,1.0,0.5,0.99,0.79
rcp-company-uibindings.csv,0.99,0.38,0.46,0.33,0.09,0.2,0.28,0.72,0.23,1.0,0.71
servicestack.csv,1.0,0.58,0.6,0.46,0.18,0.29,0.32,0.76,1.0,0.99,0.67
