,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,cortex-vfx.csv,wikipediardware.csv
cortex-vfx.csv,0.46,0.24,0.29,0.45,0.63,0.35,0.38,0.98,0.37
empserver.csv,0.19,0.2,0.38,0.26,0.88,0.2,0.38,0.43,0.36
enlightenment.csv,0.51,0.17,0.63,0.98,0.5,0.58,0.35,0.62,0.46
ildjit.csv,0.05,1.0,0.07,0.01,0.1,0.04,0.01,0.12,0.0
jfreereport.csv,0.41,0.65,0.93,0.49,0.48,0.31,0.52,0.19,0.33
lufa-lib.csv,0.56,0.34,0.42,0.52,0.29,0.49,0.94,0.42,0.36
pcsx2.csv,0.66,0.61,0.55,0.51,0.0,0.98,0.0,0.52,0.27
psycle.csv,0.97,0.45,0.21,0.57,0.46,0.56,0.64,0.33,0.37
wikipediardware.csv,0.66,0.45,0.46,0.62,0.52,0.63,0.39,0.47,0.98
