,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,cortex-vfx.csv,wikipediardware.csv
cortex-vfx.csv,0.73,0.65,0.82,0.55,0.53,0.71,0.74,0.86,0.69
empserver.csv,0.97,0.93,0.71,0.93,0.61,0.98,0.79,0.83,0.69
enlightenment.csv,0.54,0.53,0.46,0.54,0.47,0.44,0.46,0.43,0.6
ildjit.csv,0.95,0.9,0.99,0.83,0.75,0.88,0.88,0.98,0.0
jfreereport.csv,0.72,0.5,0.99,0.64,0.58,0.9,0.83,0.98,0.69
lufa-lib.csv,0.61,0.62,0.69,0.64,0.65,0.57,0.76,0.58,0.76
pcsx2.csv,0.47,0.64,0.43,0.49,0.4,0.48,0.52,0.42,0.46
psycle.csv,0.49,0.41,0.43,0.42,0.5,0.43,0.6,0.45,0.57
wikipediardware.csv,0.44,0.4,0.42,0.43,0.43,0.41,0.51,0.4,0.46
