,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,cortex-vfx.csv,wikipediardware.csv
cortex-vfx.csv,0.53,0.19,0.21,0.51,0.65,0.44,0.38,0.98,0.47
empserver.csv,0.27,0.18,0.21,0.32,0.93,0.27,0.42,0.31,0.44
enlightenment.csv,0.59,0.12,0.26,0.98,0.51,0.65,0.35,0.37,0.55
ildjit.csv,0.07,1.0,0.07,0.02,0.15,0.05,0.02,0.13,0.0
jfreereport.csv,0.54,0.44,0.95,0.57,0.49,0.37,0.48,0.18,0.47
lufa-lib.csv,0.64,0.24,0.26,0.56,0.32,0.56,0.96,0.33,0.44
pcsx2.csv,0.72,0.38,0.25,0.7,0.66,0.99,0.6,0.37,0.81
psycle.csv,0.98,0.27,0.24,0.61,0.48,0.76,0.59,0.36,0.46
wikipediardware.csv,0.72,0.27,0.26,0.72,0.56,0.77,0.59,0.39,0.99
