,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.06,0.79,0.34,0.22,0.25,0.95,0.95,0.35,0.45,0.77,0.14,0.37,0.79,0.97,0.86,0.39,0.52
checker-framework.csv,0.99,0.83,0.99,0.99,0.96,0.68,0.66,0.88,0.18,0.68,0.82,0.24,0.95,0.64,0.79,0.93,0.81
cme.csv,0.0,0.0,0.02,0.02,0.0,0.16,0.02,0.0,0.12,0.0,0.0,0.12,0.0,0.02,0.0,0.0,0.02
ctrlr.csv,0.07,0.21,0.05,0.62,0.01,0.25,0.43,0.16,0.82,0.06,0.91,0.51,0.1,0.29,0.31,0.14,0.21
fontforge.csv,0.53,0.92,0.98,0.76,0.55,0.95,0.93,0.59,0.66,0.19,0.58,0.84,0.81,0.95,0.9,0.81,0.85
gusanos.csv,0.2,0.61,0.76,0.27,0.26,0.75,0.0,0.35,0.3,0.0,0.19,0.45,0.12,0.71,0.21,0.48,0.52
jvcl.csv,0.2,0.08,0.26,0.28,0.1,0.11,0.02,0.41,0.07,0.0,0.21,0.03,0.01,0.0,0.07,0.14,0.31
kwave.csv,0.78,0.79,0.8,0.8,0.72,1.0,0.23,0.72,0.43,0.71,0.45,0.66,0.73,0.71,0.93,0.93,0.6
liferea.csv,0.17,0.59,0.09,0.21,0.25,0.27,0.46,0.32,0.55,0.58,0.16,0.57,0.36,0.49,0.1,0.42,0.4
lockss.csv,0.18,0.19,0.24,0.19,0.09,0.36,0.16,0.36,0.07,0.32,0.05,0.3,0.47,0.08,0.07,0.68,0.31
magicwars.csv,0.89,1.0,0.82,0.91,0.94,1.0,1.0,0.97,0.77,1.0,0.08,1.0,0.91,1.0,1.0,0.97,0.83
psrchive.csv,0.17,0.21,0.06,0.57,0.09,0.61,0.18,0.26,0.25,0.26,0.03,0.25,0.07,0.0,0.31,0.29,0.42
pydev.csv,0.49,0.19,0.47,0.43,0.18,0.16,0.2,0.61,0.12,0.23,0.1,0.21,0.6,0.15,0.24,0.26,0.6
sarasvati.csv,0.61,0.23,0.45,0.63,0.27,0.25,0.12,0.52,0.07,0.1,0.44,0.11,0.47,0.24,0.14,0.93,0.31
stuproa-cims.csv,0.11,0.0,0.92,0.18,0.01,0.0,0.11,0.26,0.14,0.77,0.05,0.28,0.17,0.0,0.17,0.39,0.37
thout.csv,0.2,0.55,0.2,0.3,0.72,0.95,0.88,0.29,0.23,0.94,0.21,0.9,0.79,0.92,0.69,0.55,0.15
zact.csv,0.27,0.15,0.36,0.25,0.74,0.32,0.32,0.26,0.54,0.13,0.92,0.28,0.5,0.37,0.07,0.3,0.1
