,olsrd.csv,reaper-ecad.csv,rtb-team.csv,autofac.csv,sidekar.csv,fluidium.csv,jsr308-langtools.csv,illumination.csv,buddata-ebxml-registry.csv
autofac.csv,0.85,0.3,0.5,1.0,0.7,0.54,0.77,0.32,0.6
buddata-ebxml-registry.csv,0.87,0.22,0.45,0.64,0.77,0.59,0.76,0.34,1.0
fluidium.csv,0.55,0.0,0.43,0.53,0.33,0.98,0.15,0.2,0.45
illumination.csv,0.64,0.21,0.1,0.42,0.06,0.52,0.51,1.0,0.24
jsr308-langtools.csv,0.79,0.42,0.6,0.49,0.73,0.53,1.0,0.39,0.65
olsrd.csv,0.99,0.35,0.49,0.54,0.76,0.36,0.84,0.36,0.76
reaper-ecad.csv,0.72,0.98,0.48,0.52,0.63,0.62,0.48,0.28,0.88
rtb-team.csv,0.61,0.24,0.97,0.49,0.51,0.21,0.64,0.39,0.46
sidekar.csv,0.84,0.23,0.29,0.43,1.0,0.48,0.87,0.29,0.59
