,olsrd.csv,reaper-ecad.csv,rtb-team.csv,autofac.csv,sidekar.csv,fluidium.csv,jsr308-langtools.csv,illumination.csv,buddata-ebxml-registry.csv
autofac.csv,0.35,0.53,0.45,1.0,0.64,0.59,0.74,0.49,0.47
buddata-ebxml-registry.csv,0.0,0.0,0.0,0.46,0.0,0.0,0.21,0.0,1.0
fluidium.csv,0.44,0.0,0.45,0.54,0.28,0.99,0.12,0.32,0.33
illumination.csv,0.53,0.5,0.09,0.43,0.04,0.54,0.42,1.0,0.16
jsr308-langtools.csv,0.71,0.83,0.64,0.39,0.69,0.57,1.0,0.66,0.54
olsrd.csv,0.99,0.8,0.49,0.55,0.71,0.4,0.82,0.46,0.6
reaper-ecad.csv,0.46,1.0,0.38,0.0,0.42,0.36,0.42,0.45,0.0
rtb-team.csv,0.49,0.37,0.94,0.39,0.41,0.17,0.57,0.4,0.35
sidekar.csv,0.75,0.05,0.36,0.38,1.0,0.5,0.87,0.48,0.48
