,olsrd.csv,reaper-ecad.csv,rtb-team.csv,autofac.csv,sidekar.csv,fluidium.csv,jsr308-langtools.csv,illumination.csv,buddata-ebxml-registry.csv
autofac.csv,0.78,0.22,0.67,1.0,0.8,0.45,0.77,0.24,0.97
buddata-ebxml-registry.csv,0.77,0.13,0.29,0.49,0.63,0.42,0.61,0.21,1.0
fluidium.csv,0.73,0.0,0.46,0.54,0.48,0.95,0.3,0.15,0.91
illumination.csv,0.83,0.13,0.17,0.43,0.67,0.52,0.85,1.0,1.0
jsr308-langtools.csv,0.89,0.28,0.6,0.83,0.74,0.5,1.0,0.27,1.0
olsrd.csv,1.0,0.22,0.33,0.47,0.74,0.31,0.74,0.23,0.95
reaper-ecad.csv,0.75,0.96,0.31,0.4,0.58,0.45,0.5,0.17,0.93
rtb-team.csv,0.97,0.19,1.0,0.83,0.85,0.43,0.8,0.43,1.0
sidekar.csv,0.86,0.13,0.26,0.56,1.0,0.48,0.84,0.21,1.0
