,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,0.0,0.0,21.0,0.0,0.0,59.0,0.0,0.0,1.0,4.0,22.0,2.0,5.0,103.0,0.0,5.0,1.0
codepurge.csv,30.0,56.0,13.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,10.0,0.0,1.0,82.0,0.0,15.0,4.0
crisscross.csv,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,6.0,5.0,4.0,11.0,90.0,0.0,40.0,1.0
elvishrayrenderer.csv,0.0,56.0,26.0,0.0,0.0,59.0,1.0,0.0,0.0,2.0,29.0,1.0,5.0,103.0,1.0,5.0,10.0
gisgraphy.csv,1.0,9.0,6.0,1.0,1.0,59.0,2.0,0.0,0.0,4.0,26.0,3.0,4.0,103.0,0.0,36.0,1.0
ivataopenportal.csv,0.0,17.0,10.0,1.0,0.0,59.0,1.0,0.0,0.0,6.0,24.0,4.0,13.0,90.0,0.0,71.0,1.0
lite.csv,0.0,56.0,0.0,4.0,3.0,59.0,0.0,0.0,2.0,2.0,6.0,0.0,2.0,103.0,0.0,6.0,7.0
mb-unit.csv,0.0,14.0,18.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,25.0,3.0,5.0,92.0,0.0,12.0,0.0
nova.csv,1.0,2.0,15.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,17.0,3.0,8.0,61.0,0.0,23.0,0.0
olex2.csv,2.0,6.0,2.0,0.0,0.0,59.0,0.0,0.0,0.0,5.0,20.0,0.0,4.0,91.0,1.0,20.0,3.0
openwbem.csv,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,10.0,4.0,85.0,1.0,0.0,0.0
stajistics.csv,8.0,17.0,17.0,0.0,0.0,14.0,0.0,0.0,3.0,2.0,13.0,3.0,0.0,91.0,0.0,40.0,5.0
uwom.csv,0.0,56.0,1.0,0.0,2.0,7.0,1.0,0.0,0.0,3.0,168.0,2.0,13.0,103.0,0.0,4.0,0.0
xcmetadataservicestoolkit.csv,0.0,11.0,14.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,20.0,2.0,12.0,82.0,0.0,28.0,0.0
