,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,0.44,0.67,0.2,0.88,0.59,0.0,0.86,1.0,0.65,0.26,0.2,0.47,0.38,0.0,0.75,0.26,0.39
codepurge.csv,0.4,0.0,0.22,0.93,0.55,0.02,0.77,1.0,0.69,0.35,0.33,0.52,0.7,0.01,0.71,0.19,0.34
crisscross.csv,0.35,0.23,0.39,0.85,0.54,0.02,0.79,0.99,0.68,0.27,0.18,0.47,0.3,0.01,0.65,0.25,0.34
elvishrayrenderer.csv,0.41,0.0,0.21,0.92,0.61,0.0,0.72,1.0,0.77,0.35,0.17,0.44,0.53,0.0,0.78,0.19,0.26
gisgraphy.csv,0.48,0.19,0.23,0.82,0.5,0.0,0.89,1.0,0.55,0.28,0.15,0.45,0.36,0.0,0.73,0.35,0.64
ivataopenportal.csv,0.4,0.23,0.2,0.88,0.71,0.0,0.79,0.99,0.76,0.28,0.14,0.46,0.36,0.01,0.76,0.22,0.33
lite.csv,0.5,0.0,0.15,0.79,0.53,0.0,0.81,1.0,0.77,0.46,0.14,0.55,0.7,0.0,0.43,0.24,0.12
mb-unit.csv,0.36,0.27,0.17,0.9,0.51,0.02,0.82,0.99,0.76,0.32,0.18,0.55,0.33,0.01,0.65,0.25,0.28
nova.csv,0.4,0.52,0.18,0.89,0.54,0.02,0.81,0.99,0.78,0.31,0.13,0.44,0.44,0.01,0.65,0.24,0.25
olex2.csv,0.42,0.29,0.24,0.92,0.51,0.0,0.76,1.0,0.88,0.38,0.11,0.7,0.4,0.01,0.77,0.26,0.15
openwbem.csv,0.55,0.4,0.32,0.88,0.5,0.04,0.82,1.0,0.84,0.36,0.31,0.54,0.32,0.01,0.74,0.58,0.39
stajistics.csv,0.34,0.2,0.17,0.91,0.61,0.02,0.85,0.99,0.69,0.33,0.17,0.37,0.52,0.01,0.68,0.19,0.28
uwom.csv,0.45,0.0,0.5,0.88,0.56,0.03,0.85,0.98,0.63,0.3,0.0,0.38,0.37,0.0,0.73,0.48,0.55
xcmetadataservicestoolkit.csv,0.36,0.17,0.12,0.89,0.51,0.02,0.81,0.99,0.86,0.3,0.12,0.54,0.28,0.01,0.75,0.11,0.18
