,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,0.53,0.67,0.52,0.44,0.67,0.38,0.46,0.38,0.41,0.48,0.57,0.44,0.55,0.33,0.39,0.41,0.43
codepurge.csv,0.5,0.67,0.46,0.58,0.48,0.35,0.59,0.52,0.36,0.43,0.61,0.46,0.9,0.29,0.29,0.41,0.45
crisscross.csv,0.49,0.42,0.5,0.46,0.5,0.36,0.41,0.38,0.36,0.35,0.73,0.34,0.48,0.28,0.37,0.42,0.34
elvishrayrenderer.csv,0.47,0.67,0.72,0.51,0.4,0.47,0.6,0.64,0.45,0.3,0.66,0.41,0.5,0.41,0.41,0.49,0.28
gisgraphy.csv,0.86,0.69,0.92,0.85,0.5,0.92,0.67,0.44,0.91,0.34,0.51,0.42,0.44,0.42,0.82,0.61,0.68
ivataopenportal.csv,0.47,0.42,0.47,0.4,0.53,0.47,0.39,0.44,0.37,0.34,0.4,0.34,0.4,0.27,0.41,0.4,0.31
lite.csv,0.96,0.0,0.92,0.97,0.72,0.56,0.94,0.93,0.62,0.54,0.86,0.53,0.9,0.67,0.86,0.57,0.42
mb-unit.csv,0.49,0.73,0.65,0.46,0.43,0.38,0.39,0.55,0.33,0.44,0.93,0.48,0.49,0.28,0.37,0.46,0.3
nova.csv,0.65,0.52,0.62,0.5,0.67,0.43,0.5,0.75,0.67,0.46,0.5,0.46,0.53,0.38,0.5,0.67,0.44
olex2.csv,0.61,0.42,0.62,0.53,0.46,0.91,0.71,0.91,0.5,0.88,0.76,0.46,0.9,0.28,0.69,0.78,0.52
openwbem.csv,0.45,0.8,0.75,0.63,0.52,0.46,0.68,0.44,0.52,0.93,0.94,0.47,0.72,0.3,0.44,0.7,0.42
stajistics.csv,0.54,0.48,0.45,0.46,0.41,0.42,0.42,0.47,0.33,0.31,0.67,0.54,0.39,0.27,0.4,0.42,0.36
uwom.csv,0.59,0.0,0.5,0.54,0.57,0.46,0.54,0.61,0.4,0.41,0.86,0.88,0.48,0.41,0.42,0.61,0.7
xcmetadataservicestoolkit.csv,0.85,0.56,0.57,0.65,0.46,0.36,0.63,0.47,0.4,0.9,0.7,0.47,0.96,0.3,0.44,0.59,0.41
