,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.25,0.67,0.4,0.0,0.0,0.08,0.81,0.12,0.38,0.56,0.0,0.34,1.0,0.5,0.9
atlc.csv,0.17,0.41,0.16,0.24,0.84,0.06,0.59,0.14,0.28,0.43,0.12,0.31,0.99,0.22,0.78
ipfilter.csv,0.15,0.29,0.16,0.2,0.41,0.07,0.59,0.15,0.27,0.47,0.13,0.3,0.99,0.19,0.98
liferea.csv,0.26,0.51,0.22,0.42,0.8,0.07,0.65,0.2,0.15,0.52,0.11,0.36,1.0,0.16,0.8
miranda-icq.csv,0.21,0.5,0.25,0.29,0.59,0.06,0.44,0.12,0.21,0.53,0.17,0.43,0.99,0.24,0.92
opensim4opencog.csv,0.33,0.49,0.23,0.35,0.89,0.1,0.65,0.22,0.25,0.53,0.12,0.28,1.0,0.24,0.63
pclasses.csv,0.45,0.42,0.4,0.33,0.0,0.0,0.54,0.18,0.0,0.3,1.0,0.0,1.0,0.17,0.25
pfaedit.csv,0.0,0.58,0.24,0.43,0.0,0.13,0.83,0.19,0.5,0.58,0.38,0.0,1.0,0.27,1.0
psrchive.csv,0.18,0.53,0.5,0.21,0.6,0.1,0.56,0.12,0.2,0.49,0.14,0.27,1.0,0.22,0.67
theresa.csv,0.11,0.53,0.28,0.67,0.8,0.19,0.76,0.19,0.0,0.61,0.13,0.26,1.0,0.3,0.69
thrust.csv,0.0,0.2,0.17,0.0,0.8,0.0,0.4,0.07,0.28,0.25,0.0,0.16,0.95,0.2,0.63
tktoolkit.csv,0.14,0.34,0.19,0.21,1.0,0.08,0.67,0.14,0.3,0.48,0.37,0.22,0.99,0.23,0.8
tzod.csv,0.11,0.53,0.25,0.36,0.87,0.21,0.81,0.24,0.29,0.48,0.14,0.31,1.0,0.27,0.78
yaprm.csv,0.2,0.5,0.2,1.0,0.0,0.08,0.8,0.16,0.24,0.66,0.24,0.83,0.99,0.28,1.0
