,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,wheat.csv,panda3d.csv
benojt.csv,0.87,1.0,1.0,0.0,0.97,1.0,1.0
jahshaka.csv,0.32,0.31,0.61,0.0,0.48,0.12,0.52
jatlas.csv,0.77,0.49,0.74,0.33,0.15,0.29,0.18
jedit.csv,0.2,0.51,0.48,1.0,0.92,0.67,0.37
open-media-library.csv,0.69,0.14,0.3,1.0,0.35,0.38,0.35
panda3d.csv,0.45,0.16,0.28,0.0,0.44,0.5,0.3
wheat.csv,0.44,0.33,0.87,0.0,0.56,0.25,0.34
