,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.34,0.86,0.56,0.52,0.54,0.75,0.75,0.74,0.47,0.8,0.93,0.65,0.59,0.96,0.64,0.46,0.49,0.75
bionote.csv,0.0,0.8,0.95,0.67,0.0,0.5,0.67,0.8,0.6,0.0,0.8,0.88,0.88,0.0,0.75,0.88,0.75,0.67
buddata-ebxml-registry.csv,0.39,0.48,0.53,0.3,0.38,0.34,0.4,0.44,0.41,0.38,0.46,0.35,0.37,0.42,0.33,0.32,0.34,0.38
bullet.csv,0.35,0.55,0.8,0.89,0.4,0.9,0.38,0.42,0.91,0.42,0.61,0.63,0.91,0.47,0.54,0.74,0.56,0.4
bulmages.csv,0.62,0.0,0.75,0.0,0.92,0.5,0.0,0.89,0.67,0.0,0.5,0.75,0.0,0.86,0.0,0.8,0.5,0.78
bwapi.csv,0.66,0.48,0.82,0.42,0.34,0.45,0.39,0.4,0.92,0.91,0.55,0.37,0.4,0.48,0.42,0.42,0.55,0.48
cubefs.csv,0.32,0.5,0.86,0.36,0.78,0.68,0.39,0.97,0.49,0.4,0.85,0.45,0.43,0.74,0.47,0.5,0.44,0.9
emisview.csv,0.0,0.75,0.0,0.67,0.8,0.8,0.76,0.0,0.0,0.0,0.83,0.92,0.78,0.83,0.75,0.88,0.67,0.0
java-gnome.csv,0.93,0.75,0.5,0.86,0.4,0.48,0.38,0.4,0.42,0.42,0.8,0.63,0.91,0.54,0.7,0.46,0.38,0.52
jgameai.csv,0.0,0.88,0.75,0.9,0.92,0.75,0.4,0.8,0.9,0.52,0.89,0.94,0.68,0.83,0.89,0.73,0.8,0.75
megasquirtavr.csv,0.39,0.43,0.81,0.32,0.36,0.41,0.4,0.46,0.52,0.39,0.51,0.34,0.38,0.4,0.35,0.38,0.32,0.4
mp-rechnungs-und-kundenverwaltung.csv,0.38,0.83,0.78,0.67,0.65,0.64,0.56,0.79,0.7,0.78,0.76,0.68,0.83,0.72,0.88,0.5,0.9,0.66
mptvseries.csv,0.51,0.81,0.72,0.63,0.57,0.61,0.54,0.6,0.66,0.75,0.57,0.96,0.9,0.7,0.9,0.54,0.45,0.77
oorexx.csv,0.45,0.51,0.68,0.4,0.44,0.69,0.49,0.48,0.47,0.49,0.7,0.42,0.42,0.51,0.45,0.41,0.38,0.5
somap.csv,0.39,0.49,0.53,0.31,0.38,0.34,0.4,0.44,0.41,0.38,0.46,0.35,0.37,0.43,0.35,0.33,0.35,0.38
tktoolkit.csv,0.59,0.75,0.59,0.45,0.47,0.47,0.94,0.6,0.55,0.53,0.92,0.44,0.62,0.68,0.89,0.65,0.65,0.53
xharbour.csv,0.38,0.56,0.58,0.88,0.5,0.5,0.45,0.45,0.45,0.44,0.54,0.64,0.45,0.53,0.38,0.42,0.41,0.62
