,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.76,0.0,0.3,0.5,0.53,0.58,0.07,0.18,0.66,0.13,0.17,0.34,0.33,0.91,0.5,0.76,0.73,0.25
bionote.csv,0.0,0.13,0.1,0.08,0.03,0.19,0.08,0.15,0.5,0.0,0.08,0.22,1.0,0.0,0.11,0.24,0.08,0.05
buddata-ebxml-registry.csv,0.9,0.45,0.35,0.46,0.86,0.55,0.23,0.34,0.82,0.88,0.87,0.48,0.24,0.31,0.96,0.99,1.0,0.74
bullet.csv,0.83,0.36,0.32,0.0,0.99,0.14,0.22,0.3,0.2,0.8,0.48,0.44,0.21,0.31,0.54,0.49,0.57,0.72
bulmages.csv,0.4,0.0,0.17,0.08,0.22,0.0,0.0,0.95,0.08,0.03,0.03,0.08,0.0,0.11,0.0,0.16,0.03,0.31
bwapi.csv,0.51,0.23,0.19,0.49,0.78,0.54,0.22,0.34,0.27,0.21,1.0,0.46,0.33,0.3,0.55,0.77,0.49,0.66
cubefs.csv,0.84,0.43,0.3,0.37,0.36,0.21,0.23,0.12,0.99,0.76,0.21,0.46,0.23,0.24,0.64,0.51,0.65,0.22
emisview.csv,0.0,0.13,0.0,0.95,0.08,0.25,0.2,0.0,0.03,0.0,0.05,0.17,0.35,0.11,0.11,0.24,0.09,0.05
java-gnome.csv,0.25,0.38,0.4,0.27,0.68,0.48,0.21,0.31,0.56,0.98,0.19,0.38,0.11,0.26,0.41,0.59,0.74,0.47
jgameai.csv,0.02,0.98,0.17,0.3,0.28,0.09,0.22,0.08,0.18,0.52,0.12,0.28,0.33,0.11,0.22,0.41,0.14,0.05
megasquirtavr.csv,0.78,0.42,0.89,0.44,0.84,0.46,0.23,0.36,0.68,0.85,0.83,0.48,0.21,0.35,0.81,0.8,0.84,0.71
mp-rechnungs-und-kundenverwaltung.csv,0.65,0.16,0.28,0.36,0.43,0.2,0.24,0.29,0.42,0.48,0.23,0.97,0.4,0.24,0.18,0.69,0.26,0.55
mptvseries.csv,0.56,0.38,0.31,0.49,0.59,0.97,0.2,0.3,0.49,0.1,0.32,0.27,0.22,0.37,0.2,0.59,0.64,0.2
oorexx.csv,0.58,0.42,0.38,0.45,0.72,0.23,0.27,0.34,0.62,0.62,0.54,0.37,0.29,0.31,0.61,0.84,0.77,1.0
somap.csv,0.9,0.46,0.35,0.45,0.86,0.55,0.23,0.35,0.82,0.88,0.87,0.48,0.24,0.31,1.0,0.98,0.97,0.74
tktoolkit.csv,0.47,0.53,0.34,0.36,0.61,0.41,0.82,0.23,0.48,0.74,0.13,0.52,0.35,0.29,0.33,0.49,0.61,0.58
xharbour.csv,1.0,0.47,0.42,0.36,0.71,0.47,0.22,0.32,0.8,0.83,0.87,0.44,0.25,0.29,0.87,0.59,0.88,0.48
