,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.92,0.27,0.75,0.3,0.69,0.63,0.09,0.14,0.84,0.23,0.31,0.49,0.38,0.7,0.79,0.78,0.54,0.39
bionote.csv,0.71,0.08,0.3,0.0,0.28,0.16,0.09,0.38,0.08,0.05,0.1,0.74,1.0,0.47,0.29,0.12,0.22,0.78
buddata-ebxml-registry.csv,1.0,0.92,0.95,1.0,0.99,1.0,1.0,0.9,0.95,0.95,0.88,1.0,0.88,0.93,0.97,0.98,0.93,0.94
bullet.csv,0.54,0.62,0.3,0.83,0.72,0.42,0.74,0.43,0.68,0.91,0.49,0.62,0.88,0.6,0.43,0.41,0.24,0.72
bulmages.csv,0.0,0.0,0.8,0.04,0.19,0.42,0.0,0.9,0.01,0.04,0.43,0.26,0.0,0.63,0.06,0.09,0.01,0.89
bwapi.csv,1.0,0.81,0.95,0.57,0.99,0.95,1.0,1.0,0.79,1.0,0.77,0.98,1.0,1.0,0.97,0.95,0.7,1.0
cubefs.csv,1.0,0.96,0.1,0.83,0.4,0.26,1.0,0.1,0.73,0.84,0.19,0.7,0.88,0.23,0.57,0.34,0.69,0.06
emisview.csv,0.0,0.04,0.35,0.74,0.03,0.16,0.0,0.0,0.25,0.0,0.01,0.38,0.62,0.0,0.14,0.12,0.28,0.08
java-gnome.csv,0.41,0.5,0.3,0.3,0.24,0.32,0.52,0.19,0.08,0.86,0.15,0.26,0.62,0.23,0.33,0.1,0.21,0.36
jgameai.csv,0.43,0.5,0.15,0.13,0.22,0.21,0.35,0.24,0.09,0.12,0.42,0.04,0.12,0.27,0.29,0.24,0.06,0.14
megasquirtavr.csv,0.47,0.85,0.5,0.35,0.43,0.32,0.39,0.52,0.96,0.89,0.27,0.57,0.38,0.17,0.69,0.14,0.58,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.62,0.15,0.45,0.26,0.43,0.0,0.26,0.43,0.52,0.46,0.08,0.66,0.88,0.47,0.5,0.36,0.22,0.44
mptvseries.csv,0.68,0.15,0.25,0.39,0.4,0.74,0.39,0.38,0.17,0.02,0.15,0.43,0.5,0.4,0.11,0.64,0.19,0.31
oorexx.csv,0.25,0.15,0.7,0.26,0.55,0.26,0.35,0.57,0.08,0.12,0.5,0.26,0.25,0.67,0.14,0.28,0.33,0.78
somap.csv,0.68,0.81,0.95,0.91,0.94,0.32,1.0,1.0,0.68,0.95,0.9,0.94,0.75,0.87,0.86,0.67,0.84,0.97
tktoolkit.csv,0.11,0.12,0.15,0.91,0.7,0.95,0.48,0.14,0.86,0.58,0.51,0.62,1.0,0.77,0.47,0.43,0.39,0.83
xharbour.csv,0.75,0.81,0.95,0.7,0.33,0.63,0.7,0.67,1.0,0.39,0.42,0.79,0.75,0.8,1.0,0.86,0.69,0.81
