,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.42,0.41,1.0,0.51,0.67,0.1,0.03,0.16,0.91,0.75,0.31,0.47,0.4,0.18,1.0,1.0,0.5,0.48
bionote.csv,0.21,0.16,0.04,0.08,0.19,0.29,0.11,0.29,0.06,0.06,0.03,0.59,0.15,0.24,0.5,0.0,0.5,0.68
buddata-ebxml-registry.csv,1.0,0.97,0.92,1.0,0.95,0.94,0.97,0.96,0.97,0.88,0.94,0.96,0.71,0.96,0.67,1.0,0.0,0.92
bullet.csv,0.32,0.65,0.14,0.91,0.24,0.45,0.59,0.41,0.59,0.56,0.64,0.59,0.94,0.53,0.33,0.0,0.25,0.6
bulmages.csv,0.0,0.02,1.0,0.08,0.14,0.32,0.0,0.48,0.03,0.06,0.31,0.19,0.12,0.45,0.0,0.0,0.25,0.72
bwapi.csv,1.0,0.73,0.78,0.4,1.0,1.0,0.99,0.95,0.79,0.75,0.22,0.98,0.98,0.98,1.0,1.0,1.0,1.0
cubefs.csv,1.0,0.98,0.0,0.92,0.38,0.32,1.0,0.25,0.38,0.94,0.28,0.76,0.87,0.14,0.33,0.0,0.5,0.2
emisview.csv,0.0,0.11,0.18,0.25,0.05,0.32,0.0,0.01,0.44,0.12,0.0,0.31,0.27,0.0,0.0,0.0,0.25,0.0
java-gnome.csv,0.53,0.59,0.26,0.28,0.14,0.32,0.28,0.29,0.03,0.12,0.33,0.34,0.15,0.2,0.0,0.0,0.25,0.4
jgameai.csv,0.63,0.38,0.29,0.25,0.43,0.39,0.33,0.45,0.0,0.0,0.39,0.09,0.19,0.46,0.17,0.0,0.0,0.44
megasquirtavr.csv,0.74,0.81,0.12,0.64,0.33,0.06,0.44,0.45,1.0,1.0,0.33,0.58,0.71,0.19,0.5,0.0,0.75,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.37,0.14,0.44,0.17,0.38,0.1,0.21,0.21,0.5,0.5,0.03,0.32,0.37,0.27,0.0,0.0,0.0,0.32
mptvseries.csv,0.11,0.17,0.04,0.13,0.24,0.29,0.27,0.35,0.18,0.0,0.25,0.29,0.12,0.21,0.5,0.0,0.0,0.28
oorexx.csv,0.16,0.29,0.81,0.19,0.33,0.19,0.25,0.41,0.15,0.19,0.61,0.3,0.17,0.44,0.17,0.0,0.5,0.36
somap.csv,0.63,0.83,0.97,0.7,0.9,0.68,0.98,0.92,0.59,0.94,0.81,0.88,0.81,0.94,0.0,0.0,1.0,0.96
tktoolkit.csv,0.05,0.3,0.14,0.96,0.33,0.81,0.15,0.4,0.82,0.5,0.56,0.6,0.96,0.58,0.17,0.0,0.25,0.64
xharbour.csv,0.05,0.81,0.64,0.6,0.43,0.42,0.54,0.61,1.0,0.25,0.64,0.66,0.42,0.61,1.0,1.0,0.75,0.8
