,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.41,0.45,0.4,0.41
jajuk.csv,0.39,0.42,0.34,0.3
vapor.csv,0.45,0.48,0.51,0.62
zorannt.csv,0.48,0.47,0.51,0.37
