,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.48,0.44,0.48,0.41,0.32,0.47
extprosys.csv,0.78,0.69,0.8,0.52,0.42,0.66
fluidium.csv,0.71,0.61,0.89,0.63,0.91,0.56
haphazard.csv,0.94,0.73,0.89,0.8,0.92,0.94
qcad2.csv,0.92,0.63,0.6,0.64,0.5,0.57
silvertree.csv,0.66,0.68,0.72,0.89,0.91,0.6
